source,report_id,ts_code,sec_name,forecast_years,comparable_years,outside_reference_range_years,cross_year_implied_price_common_range_exists,cross_year_common_lower,cross_year_common_upper,reference_price_exact,missing_input_only,maximum_absolute_point_relative_difference
国信完整已提取原件,AP202210231579376307,002624.SZ,完美世界,3,3,0,True,12.19425,12.29375,12.27,False,0.007334963325183374
国信完整已提取原件,AP202210231579376315,000408.SZ,藏格矿业,3,3,0,True,27.60075,28.04925,27.95,False,0.004651162790697674
国信完整已提取原件,AP202210241579407087,601899.SH,紫金矿业,3,3,0,True,7.86625,8.00925,7.93,False,0.003278688524590164
国信完整已提取原件,AP202210241579407094,601168.SH,西部矿业,3,3,0,True,9.38475,9.48725,9.44,False,0.005932203389830509
国信完整已提取原件,AP202210251579432528,600941.SH,中国移动,3,3,0,True,67.80375,68.08725,67.85,False,0.005305821665438467
国信完整已提取原件,AP202210251579432575,601728.SH,中国电信,3,3,0,True,3.85075,3.90825,3.89,False,0.012853470437017995
国信完整已提取原件,AP202210251579434255,300394.SZ,天孚通信,3,3,0,True,27.76925,27.99225,27.90,False,0.002688172043010753
国信完整已提取原件,AP202210251579439611,300750.SZ,宁德时代,3,3,0,True,412.50825,413.44875,413.00,False,0.001234866828087167
国信完整已提取原件,AP202210251579439624,000001.SZ,平安银行,3,3,0,True,10.60875,10.71675,10.62,False,0.015065913370998116
国信完整已提取原件,AP202210251579439682,600309.SH,万华化学,3,3,0,True,86.00625,86.28175,86.05,False,0.004590354445090064
国信完整已提取原件,AP202210251579439702,600176.SH,中国巨石,3,3,0,True,12.53525,12.67775,12.62,False,0.005071315372424723
国信完整已提取原件,AP202210251579439741,300316.SZ,晶盛机电,3,3,0,True,68.42125,68.84425,68.73,False,0.0023424996362578204
国信完整已提取原件,AP202210251579447401,688005.SH,容百科技,3,3,0,True,74.64875,74.98125,74.81,False,0.0029140489239406495
国信完整已提取原件,AP202210251579447470,603993.SH,洛阳钼业,3,3,0,True,4.12275,4.21225,4.15,False,0.012048192771084338
国信完整已提取原件,AP202210251579447526,601633.SH,长城汽车,3,3,0,True,26.99175,27.13425,27.05,False,0.0044362292051756
国信完整已提取原件,AP202210261579479766,002714.SZ,牧原股份,3,3,0,True,54.21675,54.57925,54.30,False,0.0027624309392265192
国信完整已提取原件,AP202210261579489873,301269.SZ,华大九天,3,3,0,True,101.18875,102.36975,101.91,False,0.004258659601609263
国信完整已提取原件,AP202210261579489881,300496.SZ,中科创达,3,3,0,True,106.07325,106.62625,106.40,False,0.0012030075187969924
国信完整已提取原件,AP202210271579524477,600660.SH,福耀玻璃,3,3,0,True,35.91775,36.20925,36.10,False,0.0022437673130193906
国信完整已提取原件,AP202210271579537659,002271.SZ,东方雨虹,3,3,0,True,24.44325,24.55925,24.54,False,0.006356968215158924
国信完整已提取原件,AP202210271579550162,300059.SZ,东方财富,3,3,0,True,15.45075,15.66925,15.54,False,0.002574002574002574
国信完整已提取原件,AP202210271579550165,600011.SH,华能国际,3,3,3,True,6.35925,6.42875,8.17,False,0.2230110159118727
国信完整已提取原件,AP202210281579595807,002508.SZ,老板电器,3,3,3,True,20.66025,20.89725,21.24,False,0.023587570621468927
国信完整已提取原件,AP202210281579595808,000883.SZ,湖北能源,3,3,3,True,4.46875,4.55075,4.30,False,0.05906976744186047
国信完整已提取原件,AP202210301579628032,600426.SH,华鲁恒升,3,3,0,True,27.09375,27.39075,27.34,False,0.005413313825896123
国信完整已提取原件,AP202210301579628065,000063.SZ,中兴通讯,3,3,3,True,24.38125,24.59325,22.16,False,0.10758122743682311
国信完整已提取原件,AP202210301579628068,002050.SZ,三花智控,3,3,1,True,21.40875,21.65775,21.68,False,0.008302583025830259
国信完整已提取原件,AP202210301579628077,000786.SZ,北新建材,3,3,2,True,22.16725,22.44675,22.11,False,0.009543193125282677
国信完整已提取原件,AP202210311579675676,600989.SH,宝丰能源,3,3,3,True,12.71525,12.85875,12.26,False,0.0465742251223491
国信完整已提取原件,AP202211011579707039,300058.SZ,蓝色光标,3,3,3,True,4.27525,4.43975,4.70,False,0.07957446808510639
国信完整已提取原件,AP202211021579788680,688223.SH,晶科能源,3,3,3,True,17.09625,17.22825,16.30,False,0.05950920245398773
国信完整已提取原件,AP202211031579860433,300144.SZ,宋城演艺,3,3,0,True,11.58275,11.71875,11.70,False,0.029487179487179487
国信完整已提取原件,AP202211031579862725,002371.SZ,北方华创,3,3,0,True,264.64575,265.46325,264.92,False,0.0009889778046202628
国信完整已提取原件,AP202211031579862943,603501.SH,韦尔股份,3,3,0,True,76.63125,77.13975,76.84,False,0.001353461738677772
国信完整已提取原件,AP202211041579967335,688599.SH,天合光能,3,3,3,True,71.38125,71.57875,70.21,False,0.020638085742771685
国信完整已提取原件,AP202211071580006799,002129.SZ,TCL中环,3,3,3,True,41.81125,42.11875,41.62,False,0.009514656415185008
国信完整已提取原件,AP202211071580014586,688561.SH,奇安信,3,3,0,True,62.81275,63.43375,63.21,False,0.030659705742762222
国信完整已提取原件,AP202211141580221814,002572.SZ,索菲亚,3,3,0,True,14.90475,14.99025,14.93,False,0.0070997990622906895
国信完整已提取原件,AP202211141580222473,000807.SZ,云铝股份,3,3,0,True,9.12475,9.25575,9.19,False,0.004787812840043526
国信完整已提取原件,AP202211141580222514,300413.SZ,芒果超媒,3,3,0,True,20.78175,20.93475,20.84,False,0.004318618042226488
国信完整已提取原件,AP202211141580222516,600795.SH,国电电力,3,3,0,True,4.75175,4.82275,4.79,False,0.008350730688935281
国信完整已提取原件,AP202211141580222527,600019.SH,宝钢股份,3,3,0,True,5.02775,5.10325,5.07,False,0.007495069033530572
国信完整已提取原件,AP202211141580222540,300866.SZ,安克创新,3,3,0,True,58.090625,58.204575,58.16,False,0.0011519944979367263
国信完整已提取原件,AP202211141580224705,603486.SH,科沃斯,3,3,3,True,66.15175,66.56075,68.66,False,0.03437226915234489
国信完整已提取原件,AP202211141580224707,600395.SH,盘江股份,3,3,0,True,6.98025,7.08025,7.03,False,0.005405405405405406
国信完整已提取原件,AP202211141580224708,601916.SH,浙商银行,3,3,3,True,2.71925,2.81325,2.86,False,0.03496503496503497
国信完整已提取原件,AP202211211580426937,000539.SZ,粤电力A,3,3,0,True,5.11825,5.20425,5.17,False,0.009671179883945842
国信完整已提取原件,AP202211231580501910,002415.SZ,海康威视,3,3,0,True,32.28225,32.57625,32.54,False,0.004425322679778734
国信完整已提取原件,AP202211271580604461,300498.SZ,温氏股份,3,3,0,True,17.15625,17.38975,17.26,False,0.0019698725376593278
国信完整已提取原件,AP202212071580882260,603185.SH,上机数控,3,3,0,True,115.21125,115.94925,115.39,False,0.004662449085709334
国信完整已提取原件,AP202212131581048131,600132.SH,重庆啤酒,3,3,3,True,121.31125,121.56075,126.03,False,0.03822899309688169
国信完整已提取原件,AP202212191581215352,301165.SZ,锐捷网络,3,3,0,True,33.86475,34.07625,33.90,False,0.00471976401179941
国信完整已提取原件,AP202212201581226745,002920.SZ,德赛西威,3,3,0,True,117.55375,117.97125,117.70,False,0.0016992353440951572
国信完整已提取原件,AP202212291581457928,600519.SH,贵州茅台,3,3,0,True,1732.59775,1735.09275,1733.00,False,0.0015395268320830928
国信完整已提取原件,AP202212291581486215,601012.SH,隆基绿能,3,3,3,True,42.29375,42.43475,42.80,False,0.013785046728971963
国信完整已提取原件,AP202212301581514322,601669.SH,中国电建,3,3,0,True,6.82825,6.95625,6.90,False,0.00391304347826087
国信完整已提取原件,AP202301031581637902,601166.SH,兴业银行,3,3,0,True,17.44825,17.79375,17.59,False,0.006935758953951108
国信完整已提取原件,AP202301081581791180,601077.SH,渝农商行,3,3,3,True,3.28375,3.34425,3.56,False,0.08735955056179776
国信完整已提取原件,AP202301101581844869,600233.SH,圆通速递,3,3,3,True,19.91925,20.05025,19.74,False,0.01641337386018237
国信完整已提取原件,AP202301111581881023,000568.SZ,泸州老窖,3,3,1,True,238.10625,238.92375,239.00,False,0.0030711297071129707
国信完整已提取原件,AP202301161582036988,600036.SH,招商银行,3,3,1,True,39.72375,40.04775,39.66,False,0.009884014120020171
国信完整已提取原件,AP202301161582036990,601689.SH,拓普集团,3,3,0,True,66.38775,66.86075,66.74,False,0.002367395864548996
国信完整已提取原件,AP202301161582040656,600160.SH,巨化股份,3,3,0,True,15.89525,16.12875,16.06,False,0.0043586550435865505
国信完整已提取原件,AP202301161582041986,601390.SH,中国中铁,3,3,1,True,5.37425,5.48625,5.52,False,0.020833333333333332
国信完整已提取原件,AP202301171582070344,000001.SZ,平安银行,3,3,0,True,14.97725,15.12225,15.08,False,0.007692307692307693
国信完整已提取原件,AP202301171582070345,002839.SZ,张家港行,3,3,3,True,5.56325,5.68125,4.69,False,0.2025586353944563
国信完整已提取原件,AP202301181582109249,002050.SZ,三花智控,3,3,3,True,23.59375,23.84375,24.42,False,0.03095823095823096
国信完整已提取原件,AP202301191582151769,002624.SZ,完美世界,3,3,0,True,13.60425,13.79175,13.69,False,0.0024835646457268077
国信完整已提取原件,AP202301191582166745,002841.SZ,视源股份,3,3,0,True,63.34825,63.68025,63.45,False,0.002553191489361702
国信完整已提取原件,AP202301191582166746,601231.SH,环旭电子,3,3,0,True,16.84375,16.95125,16.91,False,0.0056179775280898875
国信完整已提取原件,AP202301201582225463,600660.SH,福耀玻璃,3,3,0,True,36.85175,36.99525,36.91,False,0.0036304524519100516
国信完整已提取原件,AP202301201582227908,601825.SH,沪农商行,3,3,0,True,5.91375,6.02175,5.95,False,0.009411764705882352
国信完整已提取原件,AP202301201582227909,300316.SZ,晶盛机电,3,3,0,True,66.37925,66.68725,66.61,False,0.0029274883651103437
国信完整已提取原件,AP202301311582552079,300394.SZ,天孚通信,3,3,0,True,27.26075,27.45575,27.38,False,0.004017531044558071
国信完整已提取原件,AP202301311582553492,300059.SZ,东方财富,3,3,3,True,23.11875,23.35825,22.90,False,0.01851528384279476
国信完整已提取原件,AP202301311582559494,600522.SH,中天科技,3,3,0,True,15.61275,15.77125,15.63,False,0.00690978886756238
国信完整已提取原件,AP202302021582655503,603290.SH,斯达半导,3,3,3,True,315.49425,316.09375,323.97,False,0.026354292064080007
国信完整已提取原件,AP202302061582799328,601658.SH,邮储银行,3,3,0,True,4.63725,4.71975,4.68,False,0.007478632478632479
国信完整已提取原件,AP202302061582801256,002463.SZ,沪电股份,3,3,3,True,12.19075,12.34575,14.10,False,0.1324822695035461
国信完整已提取原件,AP202302061582802260,600809.SH,山西汾酒,3,3,0,True,285.87125,286.87125,286.58,False,0.0010468281108242028
国信完整已提取原件,AP202302061582802261,000729.SZ,燕京啤酒,3,3,0,True,11.91175,12.21675,11.99,False,0.025688073394495414
国信完整已提取原件,AP202302061582802263,601668.SH,中国建筑,3,3,3,True,5.49375,5.62925,5.41,False,0.03253234750462107
国信完整已提取原件,AP202302071582842068,300124.SZ,汇川技术,3,3,3,True,71.55225,71.96325,71.30,False,0.007573632538569425
国信完整已提取原件,AP202302071582850553,603392.SH,万泰生物,3,3,3,True,120.65625,121.19025,138.88,False,0.130213133640553
国信完整已提取原件,AP202302101582997571,600582.SH,天地科技,3,3,0,True,5.30025,5.41475,5.38,False,0.007434944237918215
国信完整已提取原件,AP202302131583077983,002142.SZ,宁波银行,3,3,0,True,31.26775,31.65625,31.41,False,0.0028653295128939827
国信完整已提取原件,AP202302131583088703,002230.SZ,科大讯飞,3,3,0,True,47.85725,48.00775,47.91,False,0.018659987476518473
国信完整已提取原件,AP202302141583124535,600309.SH,万华化学,3,3,0,True,97.86825,98.06625,97.97,False,0.0036950086761253446
国信完整已提取原件,AP202302151583177201,603195.SH,公牛集团,3,3,0,True,157.29225,157.73725,157.42,False,0.0019311396264769408
国信完整已提取原件,AP202302151583186932,600926.SH,杭州银行,3,3,0,True,12.26325,12.39775,12.28,False,0.012377850162866449
国信完整已提取原件,AP202302201583386135,601838.SH,成都银行,3,3,0,True,13.15525,13.26775,13.25,False,0.013735849056603773
国信完整已提取原件,AP202302221583494606,002415.SZ,海康威视,3,3,0,True,38.56125,38.82625,38.70,False,0.0018604651162790699
国信完整已提取原件,AP202303011583894013,300496.SZ,中科创达,3,3,0,True,93.79825,94.24325,93.98,False,0.001330070227708023
国信完整已提取原件,AP202303021583945219,300763.SZ,锦浪科技,3,3,0,True,158.61375,159.23475,158.78,False,0.0015493135155561155
国信完整已提取原件,AP202303031584017692,688169.SH,石头科技,3,3,0,True,386.20375,386.96775,386.50,False,0.0013479948253557568
国信完整已提取原件,AP202303031584026979,688187.SH,时代电气,3,3,0,True,51.84075,52.07425,52.06,False,0.0042258932001536685
国信完整已提取原件,AP202303061584056702,300832.SZ,新产业,3,3,0,True,58.62875,59.07875,58.77,False,0.0017355793772332823
国信完整已提取原件,AP202303071584093123,002812.SZ,恩捷股份,3,3,0,True,116.74125,117.14025,116.89,False,0.0020617674736932157
国信完整已提取原件,AP202303071584099696,000063.SZ,中兴通讯,3,3,3,True,31.85125,32.03475,32.76,False,0.027594627594627594
国信完整已提取原件,AP202303091584146858,601186.SH,中国铁建,3,3,0,True,8.65725,8.81875,8.78,False,0.00979498861047836
国信完整已提取原件,AP202303091584148544,300896.SZ,爱美客,3,3,0,True,564.904575,565.103425,564.96,False,0.0005614556782781081
国信完整已提取原件,AP202303091584148565,000001.SZ,平安银行,3,3,0,True,13.50875,13.75125,13.53,False,0.00975609756097561
国信完整已提取原件,AP202303101584175040,600050.SH,中国联通,3,3,0,True,5.99625,6.13125,6.07,False,0.006425041186161449
国信完整已提取原件,AP202303131584213376,601688.SH,华泰证券,3,3,2,False,11.7325,9.9825,12.63,False,0.23990498812351543
国信完整已提取原件,AP202303131584213377,601939.SH,建设银行,3,3,0,True,5.85075,5.92875,5.86,False,0.013651877133105802
国信完整已提取原件,AP202303131584215128,600809.SH,山西汾酒,3,3,0,True,262.04325,262.43875,262.15,False,0.0020789624260919323
国信完整已提取原件,AP202303131584215129,601728.SH,中国电信,3,3,0,True,6.62175,6.66125,6.63,False,0.014177978883861237
国信完整已提取原件,AP202303131584215906,000063.SZ,中兴通讯,3,3,0,True,32.20525,32.42175,32.29,False,0.0034066274388355527
国信完整已提取原件,AP202303141584243443,688012.SH,中微公司,3,3,0,True,123.19825,123.83475,123.50,False,0.0004210526315789474
国信完整已提取原件,AP202303141584252941,300750.SZ,宁德时代,3,3,0,True,391.64125,392.31225,392.00,False,0.002191326530612245
国信完整已提取原件,AP202303151584275059,600989.SH,宝丰能源,3,3,3,True,15.64875,15.86375,15.31,False,0.030568256041802744
国信完整已提取原件,AP202303151584275073,600941.SH,中国移动,3,3,0,True,89.34975,89.89875,89.40,False,0.003803131991051454
国信完整已提取原件,AP202303151584294860,601872.SH,招商轮船,3,3,0,True,7.43125,7.56875,7.48,False,0.005213903743315508
国信完整已提取原件,AP202303161584315369,600438.SH,通威股份,3,3,0,True,39.06875,39.25275,39.23,False,0.005709915880703543
国信完整已提取原件,AP202303191584396858,300059.SZ,东方财富,3,3,0,True,20.15775,20.37325,20.31,False,0.004086656819300837
国信完整已提取原件,AP202303201584398212,688303.SH,大全能源,3,3,0,True,48.35025,48.77775,48.66,False,0.002137279079325935
国信完整已提取原件,AP202303201584403999,000708.SZ,中信特钢,3,3,0,True,18.78775,18.96225,18.81,False,0.0062732589048378525
国信完整已提取原件,AP202303211584440192,600309.SH,万华化学,3,3,0,True,96.83775,97.14025,97.08,False,0.0032138442521631645
国信完整已提取原件,AP202303211584451385,300146.SZ,汤臣倍健,3,3,0,True,19.93625,20.15125,20.00,False,0.00425
国信完整已提取原件,AP202303221584467416,600176.SH,中国巨石,3,3,0,True,14.91375,15.15525,14.99,False,0.003402268178785857
国信完整已提取原件,AP202303221584469029,601689.SH,拓普集团,3,3,0,True,55.28025,55.60825,55.40,False,0.002454873646209386
国信完整已提取原件,AP202303221584475454,601800.SH,中国交建,3,3,3,True,11.49975,11.66475,11.35,False,0.02290748898678414
国信完整已提取原件,AP202303221584482782,002756.SZ,永兴材料,3,3,3,True,84.00175,84.74625,90.98,False,0.07495053857990767
国信完整已提取原件,AP202303231584501400,002532.SZ,天山铝业,3,3,0,True,7.39375,7.50375,7.48,False,0.008556149732620321
国信完整已提取原件,AP202303231584501615,000786.SZ,北新建材,3,3,3,True,28.31075,28.61875,27.66,False,0.030224150397686188
国信完整已提取原件,AP202303231584501616,600011.SH,华能国际,3,3,3,True,6.31125,6.44625,8.53,False,0.25381008206330596
国信完整已提取原件,AP202303231584501617,688111.SH,金山办公,3,3,0,True,338.70375,339.61875,339.30,False,0.0008841732979664014
国信完整已提取原件,AP202303231584501618,603993.SH,洛阳钼业,3,3,0,True,5.81875,5.88525,5.82,False,0.013058419243986255
国信完整已提取原件,AP202303241584530857,000877.SZ,天山股份,3,3,0,True,9.24825,9.36225,9.33,False,0.006966773847802787
国信完整已提取原件,AP202303241584530860,601728.SH,中国电信,3,3,0,True,6.64975,6.76875,6.70,False,0.009850746268656717
国信完整已提取原件,AP202303261584562576,002459.SZ,晶澳科技,3,3,0,True,54.54875,54.92025,54.78,False,0.0028294998174516247
国信完整已提取原件,AP202303261584562578,300122.SZ,智飞生物,3,3,0,True,85.91375,86.35425,86.35,False,0.0042269832078749275
国信完整已提取原件,AP202303271584565261,600600.SH,青岛啤酒,3,3,0,True,109.74975,110.39925,110.02,False,0.0005817124159243774
国信完整已提取原件,AP202303271584566574,603392.SH,万泰生物,3,3,0,True,118.66975,119.18375,118.79,False,0.003417796110783736
国信完整已提取原件,AP202303271584568967,600036.SH,招商银行,3,3,2,True,34.449975,34.548575,34.43,False,0.0023235550392099913
国信完整已提取原件,AP202303271584568968,600941.SH,中国移动,3,3,0,True,92.64375,93.24725,93.08,False,0.002406532015470563
国信完整已提取原件,AP202303271584574276,601168.SH,西部矿业,3,3,0,True,11.27125,11.41875,11.36,False,0.004929577464788733
国信完整已提取原件,AP202303271584574278,601899.SH,紫金矿业,3,3,0,True,11.99025,12.03225,12.01,False,0.00749375520399667
国信完整已提取原件,AP202303271584578337,300999.SZ,金龙鱼,3,3,0,True,43.41325,43.88625,43.67,False,0.002976871994504236
国信完整已提取原件,AP202303281584600826,601138.SH,工业富联,3,3,0,True,17.56625,17.79975,17.66,False,0.0022650056625141564
国信完整已提取原件,AP202303281584600837,002463.SZ,沪电股份,3,3,3,True,20.84275,21.07025,21.60,False,0.03125
国信完整已提取原件,AP202303281584600841,688521.SH,芯原股份,3,3,0,True,92.60125,93.85875,92.90,False,0.007534983853606028
国信完整已提取原件,AP202303281584605192,300274.SZ,阳光电源,4,4,0,True,105.21225,105.69975,105.40,False,0.002286527514231499
国信完整已提取原件,AP202303281584612929,002839.SZ,张家港行,3,3,0,True,4.50625,4.56125,4.53,False,0.010154525386313467
国信完整已提取原件,AP202303291584638309,601916.SH,浙商银行,3,3,3,True,2.71425,2.77725,2.86,False,0.04895104895104895
国信完整已提取原件,AP202303291584639310,600029.SH,南方航空,3,3,0,True,7.46125,7.56675,7.50,False,0.0088
国信完整已提取原件,AP202303291584651783,002352.SZ,顺丰控股,3,3,3,True,51.63675,51.96325,53.50,False,0.033140186915887854
国信完整已提取原件,AP202303301584676015,601456.SH,国联证券,3,3,3,False,8.19225,8.18125,10.85,False,0.26092165898617514
国信完整已提取原件,AP202303301584676019,600066.SH,宇通客车,3,3,3,True,10.53375,10.70325,11.73,False,0.09633418584825235
国信完整已提取原件,AP202303301584688492,688005.SH,容百科技,3,3,0,True,67.79125,68.13875,67.94,False,0.0023991757433029144
国信完整已提取原件,AP202303301584689341,601939.SH,建设银行,3,3,0,True,5.84375,5.97375,5.94,False,0.010101010101010102
国信完整已提取原件,AP202303301584692527,300957.SZ,贝泰妮,3,3,0,True,120.521525,120.717125,120.60,False,0.000808457711442786
国信完整已提取原件,AP202303301584692530,002299.SZ,圣农发展,3,3,3,True,24.81525,25.12225,24.10,False,0.03630705394190872
国信完整已提取原件,AP202303301584692531,688009.SH,中国通号,3,3,0,True,5.34725,5.45925,5.42,False,0.008302583025830259
国信完整已提取原件,AP202303311584749052,002920.SZ,德赛西威,3,3,0,True,110.46425,110.97675,110.64,False,0.0014913232104121475
国信完整已提取原件,AP202303311584749053,601865.SH,福莱特,3,3,0,True,32.76075,32.94875,32.92,False,0.0054070473876063185
国信完整已提取原件,AP202303311584749054,601398.SH,工商银行,3,3,0,True,4.46125,4.56125,4.52,False,0.007079646017699115
国信完整已提取原件,AP202303311584749055,600519.SH,贵州茅台,3,3,0,True,1798.72775,1800.54225,1800.00,False,0.0019416666666666666
国信完整已提取原件,AP202303311584749056,688363.SH,华熙生物,3,3,0,True,114.443775,114.723775,114.69,False,0.001360188333769291
国信完整已提取原件,AP202303311584750244,601688.SH,华泰证券,3,3,0,True,12.1175,12.6225,12.50,False,0.0328
国信完整已提取原件,AP202303311584750248,601288.SH,农业银行,3,3,0,True,3.05325,3.14025,3.09,False,0.008090614886731391
国信完整已提取原件,AP202303311584750251,601799.SH,星宇股份,3,3,0,True,118.07325,118.42525,118.27,False,0.0025957554747611396
国信完整已提取原件,AP202303311584750252,601166.SH,兴业银行,3,3,0,True,16.76125,16.99125,16.82,False,0.015457788347205707
国信完整已提取原件,AP202303311584750253,601658.SH,邮储银行,3,3,3,True,4.58025,4.69625,4.82,False,0.04149377593360996
国信完整已提取原件,AP202303311584750254,601988.SH,中国银行,3,3,3,True,3.16875,3.21925,3.40,False,0.07088235294117647
国信完整已提取原件,AP202303311584752589,601888.SH,中国中免,3,3,0,True,187.411725,187.569075,187.47,False,0.0005440870539286286
国信完整已提取原件,AP202303311584752590,000938.SZ,紫光股份,3,3,0,True,28.89425,29.07225,28.98,False,0.004002760524499655
国信完整已提取原件,AP202303311584767109,601111.SH,中国国航,3,3,0,True,10.60875,10.81575,10.77,False,0.02692664809656453
国信完整已提取原件,AP202303311584767403,600030.SH,中信证券,3,3,0,True,20.1925,21.1575,20.48,False,0.01513671875
国信完整已提取原件,AP202303311584767413,601328.SH,交通银行,3,3,0,True,5.04175,5.16475,5.13,False,0.010526315789473684
国信完整已提取原件,AP202303311584767414,600048.SH,保利发展,3,3,0,True,14.38275,14.53375,14.41,False,0.008188757807078418
国信完整已提取原件,AP202303311584774809,600690.SH,海尔智家,3,3,0,True,24.2139975,24.31275,24.22,False,0.002890173410404624
国信完整已提取原件,AP202303311584774811,002032.SZ,苏泊尔,3,3,0,True,56.69875,57.15675,56.86,False,0.001618009145269082
国信完整已提取原件,AP202303311584774821,000002.SZ,万科A,3,3,0,True,15.47175,15.66625,15.60,False,0.004807692307692308
国信完整已提取原件,AP202304031585027508,601390.SH,中国中铁,3,3,0,True,6.86375,6.94875,6.88,False,0.011627906976744186
国信完整已提取原件,AP202304031585030239,002460.SZ,赣锋锂业,3,3,0,True,66.20575,66.62825,66.47,False,0.004182337896795547
国信完整已提取原件,AP202304031585030240,600570.SH,恒生电子,3,3,0,True,53.06575,53.43225,53.22,False,0.002480270574971815
国信完整已提取原件,AP202304031585030246,688187.SH,时代电气,3,3,0,True,47.65925,47.90475,47.74,False,0.002932551319648094
国信完整已提取原件,AP202304031585030247,600460.SH,士兰微,3,3,0,True,36.80775,37.05975,37.01,False,0.004323155903809781
国信完整已提取原件,AP202304031585030250,000792.SZ,盐湖股份,3,3,0,True,22.24625,22.46325,22.36,False,0.0029069767441860465
国信完整已提取原件,AP202304031585030251,600115.SH,中国东航,3,3,0,True,5.12575,5.25625,5.15,False,0.010097087378640776
国信完整已提取原件,AP202304031585030254,601919.SH,中远海控,3,3,0,True,11.01075,11.09625,11.03,False,0.008159564823209429
国信完整已提取原件,AP202304031585030495,603899.SH,晨光股份,3,3,3,True,48.24675,48.52775,49.10,False,0.016171079429735235
国信完整已提取原件,AP202304031585030496,300769.SZ,德方纳米,3,3,0,True,189.300625,189.469875,189.42,False,0.0005041706261218456
国信完整已提取原件,AP202304031585030497,600027.SH,华电国际,3,3,2,True,5.63075,5.75225,5.79,False,0.019689119170984457
国信完整已提取原件,AP202304031585030502,601872.SH,招商轮船,3,3,3,True,6.81625,6.95625,7.07,False,0.027864214992927863
国信完整已提取原件,AP202304031585033586,601995.SH,中金公司,3,3,0,True,37.9725,39.0975,38.88,False,0.02263374485596708
国信完整已提取原件,AP202304031585035901,000999.SZ,华润三九,3,3,0,True,57.20625,57.64575,57.45,False,0.0012184508268059183
国信完整已提取原件,AP202304031585043177,601633.SH,长城汽车,3,3,0,True,27.76625,27.95625,27.93,False,0.005048335123523094
国信完整已提取原件,AP202304031585043208,301165.SZ,锐捷网络,3,3,3,True,49.65525,49.93575,50.62,False,0.017937574081390753
国信完整已提取原件,AP202304031585043224,600585.SH,海螺水泥,3,3,2,True,27.96675,28.18225,28.25,False,0.01079646017699115
国信完整已提取原件,AP202304031585043255,000401.SZ,冀东水泥,3,3,0,True,8.59275,8.73625,8.68,False,0.004608294930875576
国信完整已提取原件,AP202304031585045963,600584.SH,长电科技,3,3,3,True,32.65625,32.99175,32.45,False,0.01214175654853621
国信完整已提取原件,AP202304041585061268,600875.SH,东方电气,3,3,0,True,18.56025,18.78525,18.66,False,0.0021436227224008574
国信完整已提取原件,AP202304041585061271,601186.SH,中国铁建,3,3,0,True,8.98625,9.14125,9.01,False,0.010876803551609323
国信完整已提取原件,AP202304041585093382,002466.SZ,天齐锂业,3,3,0,True,79.70875,80.36325,80.09,False,0.0036209264577350482
国信完整已提取原件,AP202304041585122338,601800.SH,中国交建,3,3,0,True,10.61775,10.73775,10.66,False,0.007129455909943715
国信完整已提取原件,AP202304061585172811,300316.SZ,晶盛机电,3,3,0,True,68.17125,68.55675,68.37,False,0.0018429135585783238
国信完整已提取原件,AP202304061585172813,600031.SH,三一重工,3,3,3,True,17.00125,17.17125,17.69,False,0.03674392312040701
国信完整已提取原件,AP202304061585179072,600845.SH,宝信软件,3,3,0,True,57.47175,57.71675,57.60,False,0.002673611111111111
国信完整已提取原件,AP202304061585179074,000960.SZ,锡业股份,3,3,0,True,14.52525,14.66775,14.66,False,0.008458390177353342
国信完整已提取原件,AP202304061585179630,002142.SZ,宁波银行,3,3,0,True,26.86425,27.27875,27.18,False,0.004856512141280353
国信完整已提取原件,AP202304061585179634,600028.SH,中国石化,3,3,0,True,5.70375,5.83875,5.79,False,0.004835924006908463
国信完整已提取原件,AP202304061585192350,688012.SH,中微公司,3,3,3,True,163.74925,164.01425,172.80,False,0.05333333333333334
国信完整已提取原件,AP202304071585212049,600021.SH,上海电力,3,3,1,True,9.86425,10.04125,9.85,False,0.011573604060913706
国信完整已提取原件,AP202304071585212050,000539.SZ,粤电力A,3,3,3,True,6.29925,6.39375,5.72,False,0.11608391608391608
国信完整已提取原件,AP202304101585244395,001289.SZ,龙源电力,3,3,3,True,17.30575,17.47875,17.19,False,0.014543339150668994
国信完整已提取原件,AP202304101585250680,600958.SH,东方证券,3,3,0,True,10.5625,10.8375,10.81,False,0.06753006475485661
国信完整已提取原件,AP202304101585255338,300832.SZ,新产业,3,0,0,,,,,True,
国信完整已提取原件,AP202304111585299668,002572.SZ,索菲亚,3,3,0,True,20.68275,20.87625,20.80,False,0.003269230769230769
国信完整已提取原件,AP202304111585323036,002837.SZ,英维克,3,3,3,True,34.25625,34.51175,34.84,False,0.015097588978185993
国信完整已提取原件,AP202304111585338034,601966.SH,玲珑轮胎,3,3,0,True,21.24325,21.44175,21.40,False,0.005607476635514018
国信完整已提取原件,AP202304121585367919,000100.SZ,TCL科技,3,3,1,True,4.56225,4.67875,4.53,False,0.024282560706401765
国信完整已提取原件,AP202304121585367921,601231.SH,环旭电子,3,3,0,True,17.83425,17.95975,17.90,False,0.004469273743016759
国信完整已提取原件,AP202304121585367923,002938.SZ,鹏鼎控股,3,3,0,True,30.54975,30.84375,30.69,False,0.0014336917562724014
