report_id,ts_code,institution,target_fiscal_year,eps_value_exact,eps_definition,net_profit_value_exact,pe_value_exact,conservative_information_date
AP201901101283657749,601155.SH,东吴证券,2019,5.33,原文每股收益，未明确注明基本或摊薄定义,12026,4.67,2019-01-10
AP201901101283657749,601155.SH,东吴证券,2020,6.60,原文每股收益，未明确注明基本或摊薄定义,14905,3.77,2019-01-10
AP201901101283788224,600031.SH,东吴证券,2018,0.76,原文每股收益，未明确注明基本或摊薄定义,5927,10.57,2019-01-10
AP201901101283788224,600031.SH,东吴证券,2019,0.93,原文每股收益，未明确注明基本或摊薄定义,7258,8.63,2019-01-10
AP201901101283788224,600031.SH,东吴证券,2020,1.11,原文每股收益，未明确注明基本或摊薄定义,8626,7.26,2019-01-10
AP201901151285215038,600426.SH,东吴证券,2018,1.91,原文每股收益，未明确注明基本或摊薄定义,3095,6.68,2019-01-16
AP201901151285215038,600426.SH,东吴证券,2019,2.02,原文每股收益，未明确注明基本或摊薄定义,3293,6.31,2019-01-16
AP201901151285215038,600426.SH,东吴证券,2020,1.99,原文每股收益，未明确注明基本或摊薄定义,3235,6.42,2019-01-16
AP201901181286866053,002353.SZ,东吴证券,2018,0.63,原文每股收益，未明确注明基本或摊薄定义,601,26,2019-01-18
AP201901181286866053,002353.SZ,东吴证券,2019,0.94,原文每股收益，未明确注明基本或摊薄定义,900,17,2019-01-18
AP201901181286866053,002353.SZ,东吴证券,2020,1.26,原文每股收益，未明确注明基本或摊薄定义,1211,13,2019-01-18
AP201901181286911039,601012.SH,东吴证券,2018,0.96,原文每股收益，未明确注明基本或摊薄定义,2676,21.75,2019-01-18
AP201901181286911039,601012.SH,东吴证券,2019,1.31,原文每股收益，未明确注明基本或摊薄定义,3648,15.95,2019-01-18
AP201901181286911039,601012.SH,东吴证券,2020,1.77,原文每股收益，未明确注明基本或摊薄定义,4945,11.77,2019-01-18
AP201901181286977193,600048.SH,东吴证券,2018,1.58,原文每股收益，未明确注明基本或摊薄定义,,7.64,2019-01-18
AP201901181286977193,600048.SH,东吴证券,2019,2.10,原文每股收益，未明确注明基本或摊薄定义,,5.75,2019-01-18
AP201901181286977193,600048.SH,东吴证券,2020,2.64,原文每股收益，未明确注明基本或摊薄定义,,4.58,2019-01-18
AP201901181287010593,600606.SH,东吴证券,2018,0.96,原文每股收益，未明确注明基本或摊薄定义,11662,6.58,2019-01-20
AP201901181287010593,600606.SH,东吴证券,2019,1.13,原文每股收益，未明确注明基本或摊薄定义,13690,5.61,2019-01-20
AP201901181287010593,600606.SH,东吴证券,2020,1.39,原文每股收益，未明确注明基本或摊薄定义,16949,4.53,2019-01-20
AP201901201287168213,002174.SZ,东吴证券,2018,1.09,原文每股收益，未明确注明基本或摊薄定义,971,17.40,2019-01-20
AP201901201287168213,002174.SZ,东吴证券,2019,1.42,原文每股收益，未明确注明基本或摊薄定义,1259,13.42,2019-01-20
AP201901201287168213,002174.SZ,东吴证券,2020,1.80,原文每股收益，未明确注明基本或摊薄定义,1602,10.55,2019-01-20
AP201901201287194528,002831.SZ,东吴证券,2018,2.40,原文每股收益，未明确注明基本或摊薄定义,959,16.09,2019-01-21
AP201901201287194528,002831.SZ,东吴证券,2019,3.19,原文每股收益，未明确注明基本或摊薄定义,1276,12.10,2019-01-21
AP201901201287194528,002831.SZ,东吴证券,2020,4.05,原文每股收益，未明确注明基本或摊薄定义,1622,9.52,2019-01-21
AP201901231287896733,000066.SZ,东吴证券,2018,0.34,原文每股收益，未明确注明基本或摊薄定义,988,16,2019-01-23
AP201901231287896733,000066.SZ,东吴证券,2019,0.41,原文每股收益，未明确注明基本或摊薄定义,1189,13,2019-01-23
AP201901231287896733,000066.SZ,东吴证券,2020,0.50,原文每股收益，未明确注明基本或摊薄定义,1461,11,2019-01-23
AP201901271289141051,603833.SH,东吴证券,2018,3.86,原文每股收益，未明确注明基本或摊薄定义,1624,23.54,2019-01-27
AP201901271289141051,603833.SH,东吴证券,2019,4.73,原文每股收益，未明确注明基本或摊薄定义,1986,19.24,2019-01-27
AP201901271289141051,603833.SH,东吴证券,2020,5.63,原文每股收益，未明确注明基本或摊薄定义,2364,16.17,2019-01-27
AP201901271289151366,600031.SH,东吴证券,2018,0.79,原文每股收益，未明确注明基本或摊薄定义,6137,11.53,2019-01-28
AP201901271289151366,600031.SH,东吴证券,2019,1.03,原文每股收益，未明确注明基本或摊薄定义,8003,8.84,2019-01-28
AP201901271289151366,600031.SH,东吴证券,2020,1.18,原文每股收益，未明确注明基本或摊薄定义,9212,7.68,2019-01-28
AP201901281289183094,000895.SZ,东吴证券,2018,1.51,原文每股收益，未明确注明基本或摊薄定义,4989,16.20,2019-01-28
AP201901281289183094,000895.SZ,东吴证券,2019,1.67,原文每股收益，未明确注明基本或摊薄定义,5504,14.69,2019-01-28
AP201901281289183094,000895.SZ,东吴证券,2020,1.86,原文每股收益，未明确注明基本或摊薄定义,6125,13.20,2019-01-28
AP201901281289276969,601888.SH,东吴证券,2018,1.61,原文每股收益，未明确注明基本或摊薄定义,3148,35.00,2019-01-28
AP201901281289276969,601888.SH,东吴证券,2019,2.39,原文每股收益，未明确注明基本或摊薄定义,4664,23.62,2019-01-28
AP201901281289276969,601888.SH,东吴证券,2020,2.52,原文每股收益，未明确注明基本或摊薄定义,4915,22.41,2019-01-28
AP201901291289747524,600570.SH,东吴证券,2018,1.01,原文每股收益，未明确注明基本或摊薄定义,624,60.29,2019-01-29
AP201901291289747524,600570.SH,东吴证券,2019,1.38,原文每股收益，未明确注明基本或摊薄定义,852,44.18,2019-01-29
AP201901291289747524,600570.SH,东吴证券,2020,1.80,原文每股收益，未明确注明基本或摊薄定义,1110,33.90,2019-01-29
AP201901291289898268,002044.SZ,东吴证券,2018,0.28,原文每股收益，未明确注明基本或摊薄定义,861,56.94,2019-01-29
AP201901291289898268,002044.SZ,东吴证券,2019,0.39,原文每股收益，未明确注明基本或摊薄定义,1213,40.44,2019-01-29
AP201901291289898268,002044.SZ,东吴证券,2020,0.53,原文每股收益，未明确注明基本或摊薄定义,1648,29.75,2019-01-29
AP201901291289901155,300124.SZ,东吴证券,2018,0.69,原文每股收益，未明确注明基本或摊薄定义,1148,33.53,2019-01-29
AP201901291289901155,300124.SZ,东吴证券,2019,0.83,原文每股收益，未明确注明基本或摊薄定义,1380,27.90,2019-01-29
AP201901291289901155,300124.SZ,东吴证券,2020,1.08,原文每股收益，未明确注明基本或摊薄定义,1794,21.46,2019-01-29
AP201901291289935629,000961.SZ,东吴证券,2018,0.56,原文每股收益，未明确注明基本或摊薄定义,,11.10,2019-01-30
AP201901291289935629,000961.SZ,东吴证券,2019,1.09,原文每股收益，未明确注明基本或摊薄定义,,5.69,2019-01-30
AP201901291289935629,000961.SZ,东吴证券,2020,1.88,原文每股收益，未明确注明基本或摊薄定义,,3.32,2019-01-30
AP201901301289971623,600754.SH,东吴证券,2018,1.10,原文每股收益，未明确注明基本或摊薄定义,,19.71,2019-01-30
AP201901301289971623,600754.SH,东吴证券,2019,1.21,原文每股收益，未明确注明基本或摊薄定义,,17.86,2019-01-30
AP201901301289971623,600754.SH,东吴证券,2020,1.31,原文每股收益，未明确注明基本或摊薄定义,,16.51,2019-01-30
AP201901301290074697,000425.SZ,东吴证券,2017,0.26,原文每股收益，未明确注明基本或摊薄定义,2055,12.43,2019-01-30
AP201901301290074697,000425.SZ,东吴证券,2018,0.32,原文每股收益，未明确注明基本或摊薄定义,2504,10.20,2019-01-30
AP201901301290074697,000425.SZ,东吴证券,2019,0.38,原文每股收益，未明确注明基本或摊薄定义,2939,8.69,2019-01-30
AP201901301290143767,300750.SZ,东吴证券,2018,1.64,原文每股收益，未明确注明基本或摊薄定义,3600,46.76,2019-01-30
AP201901301290143767,300750.SZ,东吴证券,2019,2.03,原文每股收益，未明确注明基本或摊薄定义,4464,37.71,2019-01-30
AP201901301290143767,300750.SZ,东吴证券,2020,2.57,原文每股收益，未明确注明基本或摊薄定义,5641,29.84,2019-01-30
AP201901301290279426,002709.SZ,东吴证券,2018,1.46,原文每股收益，未明确注明基本或摊薄定义,,17.60,2019-01-30
AP201901301290279426,002709.SZ,东吴证券,2019,0.94,原文每股收益，未明确注明基本或摊薄定义,,27.45,2019-01-30
AP201901301290279426,002709.SZ,东吴证券,2020,1.64,原文每股收益，未明确注明基本或摊薄定义,,15.67,2019-01-30
AP201901301290353208,002456.SZ,东吴证券,2018,0.68,原文每股收益，未明确注明基本或摊薄定义,1840,14.12,2019-01-31
AP201901301290353208,002456.SZ,东吴证券,2019,0.94,原文每股收益，未明确注明基本或摊薄定义,2539,10.24,2019-01-31
AP201901301290353208,002456.SZ,东吴证券,2020,1.23,原文每股收益，未明确注明基本或摊薄定义,3347,7.76,2019-01-31
AP201901311290355659,600588.SH,东吴证券,2018,0.32,原文每股收益，未明确注明基本或摊薄定义,611,79.84,2019-01-31
AP201901311290355659,600588.SH,东吴证券,2019,0.45,原文每股收益，未明确注明基本或摊薄定义,863,56.52,2019-01-31
AP201901311290355659,600588.SH,东吴证券,2020,0.66,原文每股收益，未明确注明基本或摊薄定义,1269,38.42,2019-01-31
AP201901311290458945,300450.SZ,东吴证券,2018,0.91,原文每股收益，未明确注明基本或摊薄定义,802,32.56,2019-01-31
AP201901311290458945,300450.SZ,东吴证券,2019,1.31,原文每股收益，未明确注明基本或摊薄定义,1155,22.60,2019-01-31
AP201901311290458945,300450.SZ,东吴证券,2020,1.73,原文每股收益，未明确注明基本或摊薄定义,1522,17.14,2019-01-31
AP201902121295086348,002555.SZ,东吴证券,2018,0.52,原文每股收益，未明确注明基本或摊薄定义,1098,21.68,2019-02-12
AP201902121295086348,002555.SZ,东吴证券,2019,0.88,原文每股收益，未明确注明基本或摊薄定义,1878,12.67,2019-02-12
AP201902121295086348,002555.SZ,东吴证券,2020,1.00,原文每股收益，未明确注明基本或摊薄定义,2134,11.15,2019-02-12
AP201902121295148230,600436.SH,东吴证券,2018,1.87,原文每股收益，未明确注明基本或摊薄定义,1128,50.11,2019-02-12
AP201902121295148230,600436.SH,东吴证券,2019,2.52,原文每股收益，未明确注明基本或摊薄定义,1519,37.19,2019-02-12
AP201902121295148230,600436.SH,东吴证券,2020,3.31,原文每股收益，未明确注明基本或摊薄定义,1999,28.31,2019-02-12
AP201902131295566485,002044.SZ,东吴证券,2018,0.26,原文每股收益，未明确注明基本或摊薄定义,822,64.62,2019-02-13
AP201902131295566485,002044.SZ,东吴证券,2019,0.38,原文每股收益，未明确注明基本或摊薄定义,1184,44.21,2019-02-13
AP201902131295566485,002044.SZ,东吴证券,2020,0.53,原文每股收益，未明确注明基本或摊薄定义,1639,31.70,2019-02-13
AP201902131295789798,300751.SZ,东吴证券,2018,3.41,原文每股收益，未明确注明基本或摊薄定义,177,50.79,2019-02-14
AP201902131295789798,300751.SZ,东吴证券,2019,6.86,原文每股收益，未明确注明基本或摊薄定义,357,25.21,2019-02-14
AP201902131295789798,300751.SZ,东吴证券,2020,8.92,原文每股收益，未明确注明基本或摊薄定义,464,19.39,2019-02-14
AP201902151297059089,600383.SH,东吴证券,2018,1.80,原文每股收益，未明确注明基本或摊薄定义,8134,6.28,2019-02-15
AP201902151297059089,600383.SH,东吴证券,2019,2.26,原文每股收益，未明确注明基本或摊薄定义,10193,5.01,2019-02-15
AP201902151297059089,600383.SH,东吴证券,2020,2.80,原文每股收益，未明确注明基本或摊薄定义,12653,4.04,2019-02-15
AP201902151297059090,600048.SH,东吴证券,2018,1.58,原文每股收益，未明确注明基本或摊薄定义,,8.46,2019-02-15
AP201902151297059090,600048.SH,东吴证券,2019,2.10,原文每股收益，未明确注明基本或摊薄定义,,6.37,2019-02-15
AP201902151297059090,600048.SH,东吴证券,2020,2.64,原文每股收益，未明确注明基本或摊薄定义,,5.08,2019-02-15
AP201902161297366012,601155.SH,东吴证券,2018,4.38,原文每股收益，未明确注明基本或摊薄定义,9888,6.95,2019-02-17
AP201902161297366012,601155.SH,东吴证券,2019,5.33,原文每股收益，未明确注明基本或摊薄定义,12026,5.72,2019-02-17
AP201902161297366012,601155.SH,东吴证券,2020,6.60,原文每股收益，未明确注明基本或摊薄定义,14905,4.61,2019-02-17
AP201902181297557888,600276.SH,东吴证券,2019,1.40,原文每股收益，未明确注明基本或摊薄定义,5175,45.79,2019-02-18
AP201902181297557888,600276.SH,东吴证券,2020,1.77,原文每股收益，未明确注明基本或摊薄定义,6522,36.33,2019-02-18
AP201902181297557888,600276.SH,东吴证券,2021,2.21,原文每股收益，未明确注明基本或摊薄定义,8159,29.04,2019-02-18
AP201902181297746895,600031.SH,东吴证券,2018,0.79,原文每股收益，未明确注明基本或摊薄定义,6137,12.02,2019-02-18
AP201902181297746895,600031.SH,东吴证券,2019,1.03,原文每股收益，未明确注明基本或摊薄定义,8003,9.22,2019-02-18
AP201902181297746895,600031.SH,东吴证券,2020,1.18,原文每股收益，未明确注明基本或摊薄定义,9212,8.01,2019-02-18
AP201902181297771778,002925.SZ,东吴证券,2018,1.95,原文每股收益，未明确注明基本或摊薄定义,893,29.49,2019-02-18
AP201902181297771778,002925.SZ,东吴证券,2019,2.87,原文每股收益，未明确注明基本或摊薄定义,1316,20.01,2019-02-18
AP201902181297771778,002925.SZ,东吴证券,2020,3.60,原文每股收益，未明确注明基本或摊薄定义,1651,15.96,2019-02-18
AP201902191298148341,600438.SH,东吴证券,2018,0.53,原文每股收益，未明确注明基本或摊薄定义,2070,23.01,2019-02-19
AP201902191298148341,600438.SH,东吴证券,2019,0.82,原文每股收益，未明确注明基本或摊薄定义,3166,15.05,2019-02-19
AP201902191298148341,600438.SH,东吴证券,2020,1.03,原文每股收益，未明确注明基本或摊薄定义,3980,11.97,2019-02-19
AP201902201298312354,002027.SZ,东吴证券,2018,0.40,原文每股收益，未明确注明基本或摊薄定义,5835,16.13,2019-02-20
AP201902201298312354,002027.SZ,东吴证券,2019,0.36,原文每股收益，未明确注明基本或摊薄定义,5304,17.92,2019-02-20
AP201902201298312354,002027.SZ,东吴证券,2020,0.44,原文每股收益，未明确注明基本或摊薄定义,6497,14.66,2019-02-20
AP201902201298352264,600050.SH,东吴证券,2018,0.10,原文每股收益，未明确注明基本或摊薄定义,2972.61,60.12,2019-02-20
AP201902201298352264,600050.SH,东吴证券,2019,0.18,原文每股收益，未明确注明基本或摊薄定义,5475.57,32.64,2019-02-20
AP201902201298352264,600050.SH,东吴证券,2020,0.26,原文每股收益，未明确注明基本或摊薄定义,8216.26,21.75,2019-02-20
AP201902251299683841,601012.SH,东吴证券,2018,0.97,原文每股收益，未明确注明基本或摊薄定义,2716,29.81,2019-02-25
AP201902251299683841,601012.SH,东吴证券,2019,1.56,原文每股收益，未明确注明基本或摊薄定义,4364,18.55,2019-02-25
AP201902251299683841,601012.SH,东吴证券,2020,2.27,原文每股收益，未明确注明基本或摊薄定义,6328,12.79,2019-02-25
AP201902251299749494,002202.SZ,东吴证券,2018,0.90,原文每股收益，未明确注明基本或摊薄定义,3217,14.82,2019-02-25
AP201902251299749494,002202.SZ,东吴证券,2019,0.98,原文每股收益，未明确注明基本或摊薄定义,3498,13.63,2019-02-25
AP201902251299749494,002202.SZ,东吴证券,2020,1.18,原文每股收益，未明确注明基本或摊薄定义,4184,11.40,2019-02-25
AP201902251299853724,603517.SH,东吴证券,2018,1.56,原文每股收益，未明确注明基本或摊薄定义,642,24.28,2019-02-25
AP201902251299853724,603517.SH,东吴证券,2019,1.91,原文每股收益，未明确注明基本或摊薄定义,783,19.90,2019-02-25
AP201902251299853724,603517.SH,东吴证券,2020,2.29,原文每股收益，未明确注明基本或摊薄定义,940,16.57,2019-02-25
AP201902251299926238,002475.SZ,东吴证券,2018,0.66,原文每股收益，未明确注明基本或摊薄定义,2727,31.99,2019-02-26
AP201902251299926238,002475.SZ,东吴证券,2019,0.93,原文每股收益，未明确注明基本或摊薄定义,3827,22.80,2019-02-26
AP201902251299926238,002475.SZ,东吴证券,2020,1.22,原文每股收益，未明确注明基本或摊薄定义,5016,17.39,2019-02-26
AP201902261300045360,002463.SZ,东吴证券,2018,0.33,原文每股收益，未明确注明基本或摊薄定义,572,35.44,2019-02-26
AP201902261300045360,002463.SZ,东吴证券,2019,0.43,原文每股收益，未明确注明基本或摊薄定义,741,27.37,2019-02-26
AP201902261300045360,002463.SZ,东吴证券,2020,0.58,原文每股收益，未明确注明基本或摊薄定义,1002,20.23,2019-02-26
AP201902261300070517,002007.SZ,东吴证券,2018,1.23,原文每股收益，未明确注明基本或摊薄定义,1147,30.00,2019-02-26
AP201902261300070517,002007.SZ,东吴证券,2019,1.53,原文每股收益，未明确注明基本或摊薄定义,1426,24.13,2019-02-26
AP201902261300070517,002007.SZ,东吴证券,2020,1.88,原文每股收益，未明确注明基本或摊薄定义,1755,19.61,2019-02-26
AP201902261300314393,300595.SZ,东吴证券,2018,0.96,原文每股收益，未明确注明基本或摊薄定义,216,43.69,2019-02-26
AP201902261300314393,300595.SZ,东吴证券,2019,1.30,原文每股收益，未明确注明基本或摊薄定义,292,32.34,2019-02-26
AP201902261300314393,300595.SZ,东吴证券,2020,1.73,原文每股收益，未明确注明基本或摊薄定义,389,24.25,2019-02-26
AP201902271300524844,300122.SZ,东吴证券,2018,0.91,原文每股收益，未明确注明基本或摊薄定义,1458,47.95,2019-02-27
AP201902271300524844,300122.SZ,东吴证券,2019,1.76,原文每股收益，未明确注明基本或摊薄定义,2808,24.79,2019-02-27
AP201902271300524844,300122.SZ,东吴证券,2020,2.35,原文每股收益，未明确注明基本或摊薄定义,3760,18.57,2019-02-27
AP201902271300583400,002230.SZ,东吴证券,2018,0.25,原文每股收益，未明确注明基本或摊薄定义,529,143,2019-02-27
AP201902271300583400,002230.SZ,东吴证券,2019,0.43,原文每股收益，未明确注明基本或摊薄定义,895,84,2019-02-27
AP201902271300583400,002230.SZ,东吴证券,2020,0.62,原文每股收益，未明确注明基本或摊薄定义,1292,58,2019-02-27
AP201902271300651421,600754.SH,东吴证券,2018,1.10,原文每股收益，未明确注明基本或摊薄定义,,22.55,2019-02-28
AP201902271300651421,600754.SH,东吴证券,2019,1.21,原文每股收益，未明确注明基本或摊薄定义,,20.43,2019-02-28
AP201902271300651421,600754.SH,东吴证券,2020,1.31,原文每股收益，未明确注明基本或摊薄定义,,18.89,2019-02-28
AP201902281300850972,002304.SZ,东吴证券,2018,5.38,原文每股收益，未明确注明基本或摊薄定义,8105,20.43,2019-02-28
AP201902281300850972,002304.SZ,东吴证券,2019,6.20,原文每股收益，未明确注明基本或摊薄定义,9342,17.73,2019-02-28
AP201902281300850972,002304.SZ,东吴证券,2020,7.04,原文每股收益，未明确注明基本或摊薄定义,10612,15.61,2019-02-28
AP201902281300851757,002174.SZ,东吴证券,2018,1.14,原文每股收益，未明确注明基本或摊薄定义,1017,16.69,2019-02-28
AP201902281300851757,002174.SZ,东吴证券,2019,1.42,原文每股收益，未明确注明基本或摊薄定义,1261,13.46,2019-02-28
AP201902281300851757,002174.SZ,东吴证券,2020,1.81,原文每股收益，未明确注明基本或摊薄定义,1604,10.58,2019-02-28
AP201902281300876955,300124.SZ,东吴证券,2018,0.70,原文每股收益，未明确注明基本或摊薄定义,1165,37.07,2019-02-28
AP201902281300876955,300124.SZ,东吴证券,2019,0.83,原文每股收益，未明确注明基本或摊薄定义,1378,31.35,2019-02-28
AP201902281300876955,300124.SZ,东吴证券,2020,1.06,原文每股收益，未明确注明基本或摊薄定义,1767,24.45,2019-02-28
AP201902281300881472,300750.SZ,东吴证券,2018,1.63,原文每股收益，未明确注明基本或摊薄定义,3579,52.77,2019-02-28
AP201902281300881472,300750.SZ,东吴证券,2019,2.05,原文每股收益，未明确注明基本或摊薄定义,4500,41.97,2019-02-28
AP201902281300881472,300750.SZ,东吴证券,2020,2.58,原文每股收益，未明确注明基本或摊薄定义,5667,33.33,2019-02-28
AP201902281300919250,600887.SH,东吴证券,2019,1.18,原文每股收益，未明确注明基本或摊薄定义,7160,22.61,2019-02-28
AP201902281300919250,600887.SH,东吴证券,2020,1.29,原文每股收益，未明确注明基本或摊薄定义,7852,20.61,2019-02-28
AP201902281300919250,600887.SH,东吴证券,2021,1.40,原文每股收益，未明确注明基本或摊薄定义,8513,19.01,2019-02-28
AP201902281300921575,002709.SZ,东吴证券,2018,1.35,原文每股收益，未明确注明基本或摊薄定义,459,24.72,2019-02-28
AP201902281300921575,002709.SZ,东吴证券,2019,0.89,原文每股收益，未明确注明基本或摊薄定义,301,37.67,2019-02-28
AP201902281300921575,002709.SZ,东吴证券,2020,1.51,原文每股收益，未明确注明基本或摊薄定义,512,22.13,2019-02-28
AP201902281301038516,002422.SZ,东吴证券,2018,0.84,原文每股收益，未明确注明基本或摊薄定义,1213,27.79,2019-02-28
AP201902281301038516,002422.SZ,东吴证券,2019,1.11,原文每股收益，未明确注明基本或摊薄定义,1598,21.10,2019-02-28
AP201902281301038516,002422.SZ,东吴证券,2020,1.42,原文每股收益，未明确注明基本或摊薄定义,2044,16.49,2019-02-28
AP201902281301067830,002607.SZ,东吴证券,2018,0.19,原文每股收益，未明确注明基本或摊薄定义,1152,65.29,2019-02-28
AP201902281301067830,002607.SZ,东吴证券,2019,0.26,原文每股收益，未明确注明基本或摊薄定义,1591,47.30,2019-02-28
AP201902281301067830,002607.SZ,东吴证券,2020,0.34,原文每股收益，未明确注明基本或摊薄定义,2072,36.32,2019-02-28
AP201902281301102747,300146.SZ,东吴证券,2019,0.91,原文每股收益，未明确注明基本或摊薄定义,1332,22.76,2019-03-01
AP201902281301102747,300146.SZ,东吴证券,2020,1.16,原文每股收益，未明确注明基本或摊薄定义,1706,17.76,2019-03-01
AP201902281301102747,300146.SZ,东吴证券,2021,1.42,原文每股收益，未明确注明基本或摊薄定义,2081,14.56,2019-03-01
AP201903051302744092,002572.SZ,东吴证券,2019,1.16,原文每股收益，未明确注明基本或摊薄定义,1074,17.22,2019-03-05
AP201903051302744092,002572.SZ,东吴证券,2020,1.31,原文每股收益，未明确注明基本或摊薄定义,1210,15.28,2019-03-05
AP201903051302744092,002572.SZ,东吴证券,2021,1.51,原文每股收益，未明确注明基本或摊薄定义,1395,13.25,2019-03-05
AP201903051302794971,000002.SZ,东吴证券,2018,3.00,原文每股收益，未明确注明基本或摊薄定义,33117,9.90,2019-03-05
AP201903051302794971,000002.SZ,东吴证券,2019,3.99,原文每股收益，未明确注明基本或摊薄定义,44082,7.44,2019-03-05
AP201903051302794971,000002.SZ,东吴证券,2020,4.82,原文每股收益，未明确注明基本或摊薄定义,53216,6.16,2019-03-05
AP201903051302806206,601155.SH,东吴证券,2018,4.38,原文每股收益，未明确注明基本或摊薄定义,9888,7.90,2019-03-05
AP201903051302806206,601155.SH,东吴证券,2019,5.33,原文每股收益，未明确注明基本或摊薄定义,12026,6.50,2019-03-05
AP201903051302806206,601155.SH,东吴证券,2020,6.60,原文每股收益，未明确注明基本或摊薄定义,14905,5.24,2019-03-05
AP201903061303420694,002607.SZ,东吴证券,2018,0.19,原文每股收益，未明确注明基本或摊薄定义,1152,64.72,2019-03-07
AP201903061303420694,002607.SZ,东吴证券,2019,0.26,原文每股收益，未明确注明基本或摊薄定义,1629,45.77,2019-03-07
AP201903061303420694,002607.SZ,东吴证券,2020,0.36,原文每股收益，未明确注明基本或摊薄定义,2249,33.15,2019-03-07
AP201903071303534440,000661.SZ,东吴证券,2019,8.39,原文每股收益，未明确注明基本或摊薄定义,1428,26.93,2019-03-07
AP201903071303534440,000661.SZ,东吴证券,2020,11.46,原文每股收益，未明确注明基本或摊薄定义,1950,19.72,2019-03-07
AP201903071303534440,000661.SZ,东吴证券,2021,15.18,原文每股收益，未明确注明基本或摊薄定义,2583,14.89,2019-03-07
AP201903071303534444,300014.SZ,东吴证券,2018,0.67,原文每股收益，未明确注明基本或摊薄定义,,33.52,2019-03-07
AP201903071303534444,300014.SZ,东吴证券,2019,0.90,原文每股收益，未明确注明基本或摊薄定义,,24.81,2019-03-07
AP201903071303534444,300014.SZ,东吴证券,2020,1.11,原文每股收益，未明确注明基本或摊薄定义,,20.24,2019-03-07
AP201903081304206558,300122.SZ,东吴证券,2018,0.91,原文每股收益，未明确注明基本或摊薄定义,1458,49.37,2019-03-08
AP201903081304206558,300122.SZ,东吴证券,2019,1.76,原文每股收益，未明确注明基本或摊薄定义,2808,25.63,2019-03-08
AP201903081304206558,300122.SZ,东吴证券,2020,2.35,原文每股收益，未明确注明基本或摊薄定义,3760,19.15,2019-03-08
AP201903101304528292,601888.SH,东吴证券,2018,1.61,原文每股收益，未明确注明基本或摊薄定义,3148,36.94,2019-03-10
AP201903101304528292,601888.SH,东吴证券,2019,2.39,原文每股收益，未明确注明基本或摊薄定义,4664,24.93,2019-03-10
AP201903101304528292,601888.SH,东吴证券,2020,2.52,原文每股收益，未明确注明基本或摊薄定义,4915,23.65,2019-03-10
AP201903131305549011,603659.SH,东吴证券,2019,2.00,原文每股收益，未明确注明基本或摊薄定义,870,27.07,2019-03-13
AP201903131305549011,603659.SH,东吴证券,2020,2.70,原文每股收益，未明确注明基本或摊薄定义,1172,20.09,2019-03-13
AP201903131305549011,603659.SH,东吴证券,2021,3.52,原文每股收益，未明确注明基本或摊薄定义,1532,15.38,2019-03-13
AP201903141305878690,600050.SH,东吴证券,2019,0.19,原文每股收益，未明确注明基本或摊薄定义,5864.35,37.74,2019-03-14
AP201903141305878690,600050.SH,东吴证券,2020,0.26,原文每股收益，未明确注明基本或摊薄定义,8156.12,27.13,2019-03-14
AP201903141305878690,600050.SH,东吴证券,2021,0.35,原文每股收益，未明确注明基本或摊薄定义,10979.82,20.16,2019-03-14
AP201903151306141543,000860.SZ,东吴证券,2019,2.08,原文每股收益，未明确注明基本或摊薄定义,1186,21.74,2019-03-15
AP201903151306141543,000860.SZ,东吴证券,2020,2.50,原文每股收益，未明确注明基本或摊薄定义,1425,18.10,2019-03-15
AP201903151306141543,000860.SZ,东吴证券,2021,2.82,原文每股收益，未明确注明基本或摊薄定义,1607,16.05,2019-03-15
AP201903171306561637,000895.SZ,东吴证券,2019,1.62,原文每股收益，未明确注明基本或摊薄定义,5345,15.63,2019-03-17
AP201903171306561637,000895.SZ,东吴证券,2020,1.78,原文每股收益，未明确注明基本或摊薄定义,5859,14.26,2019-03-17
AP201903171306561637,000895.SZ,东吴证券,2021,1.92,原文每股收益，未明确注明基本或摊薄定义,6321,13.22,2019-03-17
AP201903171306589040,600760.SH,东吴证券,2019,0.59,原文每股收益，未明确注明基本或摊薄定义,823,54.75,2019-03-18
AP201903171306589040,600760.SH,东吴证券,2020,0.66,原文每股收益，未明确注明基本或摊薄定义,921,48.88,2019-03-18
AP201903171306589040,600760.SH,东吴证券,2021,0.74,原文每股收益，未明确注明基本或摊薄定义,1040,43.29,2019-03-18
AP201903181306637684,600588.SH,东吴证券,2019,0.46,原文每股收益，未明确注明基本或摊薄定义,890,71.79,2019-03-18
AP201903181306637684,600588.SH,东吴证券,2020,0.67,原文每股收益，未明确注明基本或摊薄定义,1281,49.91,2019-03-18
AP201903181306637684,600588.SH,东吴证券,2021,0.99,原文每股收益，未明确注明基本或摊薄定义,1901,33.63,2019-03-18
AP201903191307143789,001979.SZ,东吴证券,2019,2.39,原文每股收益，未明确注明基本或摊薄定义,,9.31,2019-03-19
AP201903191307143789,001979.SZ,东吴证券,2020,2.88,原文每股收益，未明确注明基本或摊薄定义,,7.74,2019-03-19
AP201903191307143789,001979.SZ,东吴证券,2021,3.44,原文每股收益，未明确注明基本或摊薄定义,,6.47,2019-03-19
AP201903191307163047,600887.SH,东吴证券,2019,1.18,原文每股收益，未明确注明基本或摊薄定义,7160,24.24,2019-03-19
AP201903191307163047,600887.SH,东吴证券,2020,1.29,原文每股收益，未明确注明基本或摊薄定义,7852,22.11,2019-03-19
