model,fit_origin,train_rows,first_train_origin,last_train_origin,last_label_exit,last_prediction_origin,random_seed,train_array_sha256
M_RIDGE_H20_EXPANDING,2024-10-08,2731,2013-06-14,2024-08-29,2024-10-08,2024-12-31,40501914,5419f8b9dd3791764eca09b4ffa6c49f7a420a5603b416deb43ea1960ceeaef3
M_RIDGE_H20_EXPANDING,2025-01-02,2792,2013-06-14,2024-12-03,2025-01-02,2025-03-31,40511008,3b82507ee82ac222924afb8ddece5d726e367407477fd335a31853f8a1880d3b
M_RIDGE_H20_EXPANDING,2025-04-01,2849,2013-06-14,2025-03-03,2025-04-01,2025-06-30,40511307,a3c03e561ce546d4ffafdd89c3baa2f14a625a5c0a542c5d717dc404ad7e5c23
M_RIDGE_H20_EXPANDING,2025-07-01,2909,2013-06-14,2025-05-30,2025-07-01,2025-09-30,40511607,2b05776d3f80287c0a35980e14eb42695b66261c0e09c540b1af34334ce81583
M_RIDGE_H20_EXPANDING,2025-10-09,2975,2013-06-14,2025-09-02,2025-10-09,2025-12-31,40511915,0333900ed152ed546210e0527132cf12ce006a603dd145461a5640adb88257ab
M_RIDGE_H20_EXPANDING,2026-01-05,3035,2013-06-14,2025-12-03,2026-01-05,2026-03-31,40521011,cb7b01491c68edf75402553e1454d1594f5d6412e6306a468a3ada9a4174b790
M_RIDGE_H20_EXPANDING,2026-04-01,3091,2013-06-14,2026-03-03,2026-04-01,2026-06-30,40521307,d18cd3568a34fa16355359b0b6040fc96fea2dce55b7bc0e9d29c5a98d170af9
M_RIDGE_H20_EXPANDING,2026-07-01,3151,2013-06-14,2026-06-01,2026-07-01,2026-08-13,40521607,3df3a3207501b7543ebeb8e47df2eee13ad299fdce2526efab1582b3aefb8e01
M_RIDGE_H20_ROLL756,2014-12-31,360,2013-06-14,2014-12-02,2014-12-31,2014-12-31,40402137,e98ad261ab8dd5b14e59c7212bac4a2d5d7d78e2fadaa35840472affd58a5726
M_RIDGE_H20_ROLL756,2015-01-05,361,2013-06-14,2014-12-03,2015-01-05,2015-03-31,40411011,7c83d18055c25abcfd7677a904972808a281409c84d2607d0104b2f6358565f5
M_RIDGE_H20_ROLL756,2015-04-01,418,2013-06-14,2015-03-03,2015-04-01,2015-06-30,40411307,b18edba0fc0ba5099eecf3c6809aa4e66c12e4592b877c884f6d6358afff4bc0
M_RIDGE_H20_ROLL756,2015-07-01,480,2013-06-14,2015-06-01,2015-07-01,2015-09-30,40411607,268efa297443f6eb2403f00081b65d6b8bc03086b94d99802caf712699f95d53
M_RIDGE_H20_ROLL756,2015-10-08,544,2013-06-14,2015-08-31,2015-10-08,2015-12-31,40411914,97b02cd2a7d893df0852f741e9dab1eeed8b26e9e5fa49742614b3fff8e616ee
M_RIDGE_H20_ROLL756,2016-01-04,605,2013-06-14,2015-12-03,2016-01-04,2016-03-31,40421010,121bcb4373373daa703181d36077e2e9df89d6a9a68efb24a7e13721cdedb805
M_RIDGE_H20_ROLL756,2016-04-01,664,2013-06-14,2016-03-03,2016-04-01,2016-06-30,40421307,f3585edcb2766fc882159014a44ae9f5dddbc5f780b95788387bdfde3072c5af
M_RIDGE_H20_ROLL756,2016-07-01,725,2013-06-14,2016-05-31,2016-07-01,2016-09-30,40421607,53c6c0045b4a17b0b11ca7091795f3f205adf42431f2e18614d954488bf52e20
M_RIDGE_H20_ROLL756,2016-10-10,736,2013-08-28,2016-08-31,2016-10-10,2016-12-30,40421916,f58b64c6301071342f6b5eac13418c7d657c961decf1ce7b9eb3c5e592dffa4d
M_RIDGE_H20_ROLL756,2017-01-03,736,2013-11-29,2016-12-02,2017-01-03,2017-03-31,40431009,49e9faa7ba4c500be5ff90d89ada666f22b33174f53cf67334ae30daac4fd24c
M_RIDGE_H20_ROLL756,2017-04-05,736,2014-02-28,2017-03-03,2017-04-05,2017-06-30,40431311,e2faa0d7471f6194c7c2dda87897f05d4abc09d2504a5e9875a8b66f11493349
M_RIDGE_H20_ROLL756,2017-07-03,736,2014-05-28,2017-06-02,2017-07-03,2017-09-29,40431609,b367aeaa95d5e87b36bfd26c37349815174d174cf49f37e1c7836aad286d709c
M_RIDGE_H20_ROLL756,2017-10-09,736,2014-08-28,2017-09-01,2017-10-09,2017-12-29,40431915,d7d4cfe449b16e1651779910b103d0de9b054efae2f382bafc348f0286d82b78
M_RIDGE_H20_ROLL756,2018-01-02,736,2014-11-28,2017-12-01,2018-01-02,2018-03-30,40441008,2f4dc90436aa0609275a0ab42b90d1c4c1f802d4b3f77da9a2f0d855bb122730
M_RIDGE_H20_ROLL756,2018-04-02,736,2015-03-02,2018-03-02,2018-04-02,2018-06-29,40441308,828046d79050884aa618e22fcd958ef466a7cf8fd90ed8164068ce59ef74b52f
M_RIDGE_H20_ROLL756,2018-07-02,736,2015-05-27,2018-05-31,2018-07-02,2018-09-28,40441608,8b4580aae87a69fcbed9be08bcc3f7dbbac686e714c69a3bbd03065780f4d7c4
M_RIDGE_H20_ROLL756,2018-10-08,736,2015-08-26,2018-08-30,2018-10-08,2018-12-28,40441914,02950e8831d26344cc2735fcc62c48bd338f6f234dc2c2ef66895aaec42c5991
M_RIDGE_H20_ROLL756,2019-01-02,736,2015-11-27,2018-11-30,2019-01-02,2019-03-29,40451008,a69f85015b0eb18bf40f12d6ddf52d1ed974f5e53ef02a92fc6bf1eefce77a9e
M_RIDGE_H20_ROLL756,2019-04-01,736,2016-02-25,2019-03-01,2019-04-01,2019-06-28,40451307,19c4e0c82b7d5f68a27528e3d29117634ac32010c77b71689254543ec1393289
M_RIDGE_H20_ROLL756,2019-07-01,736,2016-05-23,2019-05-30,2019-07-01,2019-09-30,40451607,98048972aaee6f1f9bc595a49980f25f97f987b5cff60989a66b7addd1a29dea
M_RIDGE_H20_ROLL756,2019-10-08,736,2016-08-24,2019-08-30,2019-10-08,2019-12-31,40451914,e8db18357031892aa54380932724debf800b7a42b0cf4eb173c9a5552fedaf3a
M_RIDGE_H20_ROLL756,2020-01-02,736,2016-11-28,2019-12-03,2020-01-02,2020-03-31,40461008,d0e1c326a9555c9b6af1b85fa60f73e75d7870dbe760bfc6eb8220778796d0eb
M_RIDGE_H20_ROLL756,2020-04-01,736,2017-02-24,2020-03-03,2020-04-01,2020-06-30,40461307,b464ff14d2f92a4c8451fd3ddbe71efe29c43c0355f36de6d57a023b13a92e59
M_RIDGE_H20_ROLL756,2020-07-01,736,2017-05-23,2020-05-29,2020-07-01,2020-09-30,40461607,075d8f25544d45499821cc8698203ebd94f2633cc0ad106b93e6bda9bdec49d9
M_RIDGE_H20_ROLL756,2020-10-09,736,2017-08-25,2020-09-02,2020-10-09,2020-12-31,40461915,8e6d30a5abf353aaa869c0a58046e4011a1876b000531b98d728f9f3ed0da435
M_RIDGE_H20_ROLL756,2021-01-04,736,2017-11-24,2020-12-03,2021-01-04,2021-03-31,40471010,3f48a03787b8638e72fa271820222ae99387875de026e5e1dcc7cd588f00949a
M_RIDGE_H20_ROLL756,2021-04-01,736,2018-02-22,2021-03-03,2021-04-01,2021-06-30,40471307,423d4bef848d3daac090f6ccbd9bf2a4f2b979a2e1c89030590045083951746d
M_RIDGE_H20_ROLL756,2021-07-01,736,2018-05-23,2021-06-01,2021-07-01,2021-09-30,40471607,c2abb0772553ee665d2a95952b9aa7259d942a45d93110f4b038e81f3b20b9c2
M_RIDGE_H20_ROLL756,2021-10-08,736,2018-08-22,2021-08-31,2021-10-08,2021-12-31,40471914,04501d9bbca3c32975aa6032b8e456a30a4c2718ad6464a60d2a22bdda3e585d
M_RIDGE_H20_ROLL756,2022-01-04,736,2018-11-23,2021-12-03,2022-01-04,2022-03-31,40481010,d74da5600bdf0cf92a122ee5a18902920898808cfa891c17360a8c4cc9ad5f40
M_RIDGE_H20_ROLL756,2022-04-01,736,2019-02-22,2022-03-03,2022-04-01,2022-06-30,40481307,daa5b94db840cfb18dc233cc656367fb9458e590e82b1259f53c6cdfc3db2490
M_RIDGE_H20_ROLL756,2022-07-01,736,2019-05-22,2022-06-01,2022-07-01,2022-09-30,40481607,2026bc9d0d5ce10b670e94af6e5edfbb293064fb8a53763c76ef8701420c1d0d
M_RIDGE_H20_ROLL756,2022-10-10,736,2019-08-22,2022-09-01,2022-10-10,2022-12-30,40481916,db4685e0e72cace5584355f0f29e71565593947cf973f54fa0cd629c41ba2a06
M_RIDGE_H20_ROLL756,2023-01-03,736,2019-11-22,2022-12-02,2023-01-03,2023-03-31,40491009,3b73b37594e682827596733f084ad0ad34b6e5ee8f6d3ccf61a5ca1bc55dab38
M_RIDGE_H20_ROLL756,2023-04-03,736,2020-02-24,2023-03-03,2023-04-03,2023-06-30,40491309,3101134a6dc41bc8b68aedf16ed1870b58b6f6e260b5bffecdbee5152982f976
M_RIDGE_H20_ROLL756,2023-07-03,736,2020-05-21,2023-05-31,2023-07-03,2023-09-28,40491609,54dfb44bc6c365ad8370049b1be92b34879b98937afa1a23828da494c9be37ef
M_RIDGE_H20_ROLL756,2023-10-09,736,2020-08-21,2023-08-31,2023-10-09,2023-12-29,40491915,2b7f06f9f2fc5313db68ac62664f701525bfe0898e80173b5f760a63c94fb936
M_RIDGE_H20_ROLL756,2024-01-02,736,2020-11-23,2023-12-01,2024-01-02,2024-03-29,40501008,b025cf4172ccebdac69aee1277095da4dc8b07030b49c913cf063b3dcc1bd3fd
M_RIDGE_H20_ROLL756,2024-04-01,736,2021-02-19,2024-03-01,2024-04-01,2024-06-28,40501307,9e2d6b16c37b383d7dd6e63493728199753b05a842f172d0cf2bac3763b5ee2e
M_RIDGE_H20_ROLL756,2024-07-01,736,2021-05-19,2024-05-30,2024-07-01,2024-09-30,40501607,56b80e71df26ea551094c7456ce4a0b727c3120c96d2e628771b651c4e0a4ade
M_RIDGE_H20_ROLL756,2024-10-08,736,2021-08-18,2024-08-29,2024-10-08,2024-12-31,40501914,12699156e3ce37ea9eacccc7ba86373c0f1946e3ab2e3724e32756fb3427b715
M_RIDGE_H20_ROLL756,2025-01-02,736,2021-11-22,2024-12-03,2025-01-02,2025-03-31,40511008,4dadfb118b7bff5a5e06f2bc59ceb1d9d859218b631dcb42c64b537cb0ce8969
M_RIDGE_H20_ROLL756,2025-04-01,736,2022-02-17,2025-03-03,2025-04-01,2025-06-30,40511307,b9c472ecd558208e874d144e1f6075d821b5c77c5b0d7e7242d8721b4239f97f
M_RIDGE_H20_ROLL756,2025-07-01,736,2022-05-19,2025-05-30,2025-07-01,2025-09-30,40511607,27e0021b242e666d8470054ab8d76e8926ee7f2aea899951f7f889efe77fc5d1
M_RIDGE_H20_ROLL756,2025-10-09,736,2022-08-22,2025-09-02,2025-10-09,2025-12-31,40511915,8f60ddc30c417f7fb010c681667e4655e2edcd7f90cc27858953e5e6e957418d
M_RIDGE_H20_ROLL756,2026-01-05,736,2022-11-22,2025-12-03,2026-01-05,2026-03-31,40521011,684370d8ee334a663f1bef7fd4ab334d166148a4b73fe430c2d50a9c4e4e8e68
M_RIDGE_H20_ROLL756,2026-04-01,736,2023-02-16,2026-03-03,2026-04-01,2026-06-30,40521307,836efb78f275ea019b2143b4f41a9f5c75fc4a069c49eb08c3193f530943523a
M_RIDGE_H20_ROLL756,2026-07-01,736,2023-05-17,2026-06-01,2026-07-01,2026-08-13,40521607,8e421c085a2ac9ec065ce7636844953e618d422a9d23841160fa60656865b072
M_HGB_H5_EXPANDING,2014-12-31,375,2013-06-14,2014-12-23,2014-12-31,2014-12-31,40402137,f0caca383631e68bf8dbb7932247687685604326af8b583522d2723794294ce2
M_HGB_H5_EXPANDING,2015-01-05,376,2013-06-14,2014-12-24,2015-01-05,2015-03-31,40411011,ee45dea144222c3c745a7eb7f802819acb83f88d4d978f81c58486b80bb36467
M_HGB_H5_EXPANDING,2015-04-01,433,2013-06-14,2015-03-24,2015-04-01,2015-06-30,40411307,25d4cf79f88942e7ed968fed742be783f64ba4709f64058bb01775dfb691620d
M_HGB_H5_EXPANDING,2015-07-01,495,2013-06-14,2015-06-23,2015-07-01,2015-09-30,40411607,6e7b2ae7e9a23a32ef89a6100e8c9ca53c1962d9b3297fe4f1669774a0b29c5e
M_HGB_H5_EXPANDING,2015-10-08,559,2013-06-14,2015-09-23,2015-10-08,2015-12-31,40411914,94934e3f992029edf5a8c06ba0cfabbd0920eb71790e9513863d7a9c90039b65
M_HGB_H5_EXPANDING,2016-01-04,620,2013-06-14,2015-12-24,2016-01-04,2016-03-31,40421010,e7d351ebe6d638d4425a2c41a53c67c5c2de058ea5df37c6baae900584d7c2ff
M_HGB_H5_EXPANDING,2016-04-01,679,2013-06-14,2016-03-24,2016-04-01,2016-06-30,40421307,ce23ff57cfae4059e23d26c176b4d51ba7e66f65f743117b8d940ec687ee7995
M_HGB_H5_EXPANDING,2016-07-01,740,2013-06-14,2016-06-23,2016-07-01,2016-09-30,40421607,1980d2e0702760214a261c6e8bf636aa13197c5fbe81356f77cc54ec7bbd622b
M_HGB_H5_EXPANDING,2016-10-10,804,2013-06-14,2016-09-23,2016-10-10,2016-12-30,40421916,c81ba0eeadd8b1ea5751c3a5e299288877dbb869de02aef0de00f15894b16065
M_HGB_H5_EXPANDING,2017-01-03,864,2013-06-14,2016-12-23,2017-01-03,2017-03-31,40431009,587437664ceaf99eff40b1714926535c7f5a20b30ca18da313cd2131f3cf719f
M_HGB_H5_EXPANDING,2017-04-05,923,2013-06-14,2017-03-24,2017-04-05,2017-06-30,40431311,86a61953626dfa32d6a9ee5f8daf56467c5561e3b35a63a243e3d8e23ef88ac9
M_HGB_H5_EXPANDING,2017-07-03,983,2013-06-14,2017-06-23,2017-07-03,2017-09-29,40431609,93c6509db5a52ab21984eeebe71080c97c50de6b052ef25c2901edd22533bd35
M_HGB_H5_EXPANDING,2017-10-09,1048,2013-06-14,2017-09-22,2017-10-09,2017-12-29,40431915,3f2e86acfae215f5789f5faf5fde9beae6fe1f80fe9315743c26bc7f67bd1c61
M_HGB_H5_EXPANDING,2018-01-02,1108,2013-06-14,2017-12-22,2018-01-02,2018-03-30,40441008,85b239c982a60c47637154a424292417ab0055a0e6602ae05c97a1406a5e6986
M_HGB_H5_EXPANDING,2018-04-02,1167,2013-06-14,2018-03-23,2018-04-02,2018-06-29,40441308,9d7a50553cb65c649f663813b307c39a7b54a3239538156908b6cce1e0fa14f6
M_HGB_H5_EXPANDING,2018-07-02,1227,2013-06-14,2018-06-22,2018-07-02,2018-09-28,40441608,09fb0918dccb6fea8aa36835910f0ac1b093cc829295f6d6b0fdf176a9209f73
M_HGB_H5_EXPANDING,2018-10-08,1291,2013-06-14,2018-09-20,2018-10-08,2018-12-28,40441914,6a84ab490786eecb34e9a563a1d67422b224d7d1ca96e8a8f19a2fd30cd9bae3
M_HGB_H5_EXPANDING,2019-01-02,1351,2013-06-14,2018-12-21,2019-01-02,2019-03-29,40451008,c6f0a572d67faaf417aef29619049a76d4643e847fa0147c9f325149f0e53e27
M_HGB_H5_EXPANDING,2019-04-01,1409,2013-06-14,2019-03-22,2019-04-01,2019-06-28,40451307,ff8fd7ccd1048c84b9bd38b1041c7ef320d1cc6b5158d4c8970651ed06381dc3
M_HGB_H5_EXPANDING,2019-07-01,1469,2013-06-14,2019-06-21,2019-07-01,2019-09-30,40451607,beaeabafc28a1b7593d704fd5f5dab8a1a783f862cc1a05a63f23cddac908cd3
M_HGB_H5_EXPANDING,2019-10-08,1534,2013-06-14,2019-09-23,2019-10-08,2019-12-31,40451914,4ad9f10fd661e2528963d67e71b0ec236da3af864b213a5f4350d5ae163aad3d
M_HGB_H5_EXPANDING,2020-01-02,1595,2013-06-14,2019-12-24,2020-01-02,2020-03-31,40461008,25094f059ad691e5564b1d096ab89355d33f9b73b414b1c70fef0b875f7e664b
M_HGB_H5_EXPANDING,2020-04-01,1653,2013-06-14,2020-03-24,2020-04-01,2020-06-30,40461307,459afd01c4a5ab0ac83102fdf8666f96e457bd48448bcfd33ee20ddddcfcc28e
M_HGB_H5_EXPANDING,2020-07-01,1712,2013-06-14,2020-06-19,2020-07-01,2020-09-30,40461607,f4dc7b249b874425ccc30d6ef624457adc4005ca75d979daf3af4fd4489576db
M_HGB_H5_EXPANDING,2020-10-09,1778,2013-06-14,2020-09-23,2020-10-09,2020-12-31,40461915,f928f5e1fa000e5c8470f9915ab38af4449c37b355dddff9cd41dfdc90b1f7eb
M_HGB_H5_EXPANDING,2021-01-04,1838,2013-06-14,2020-12-24,2021-01-04,2021-03-31,40471010,adee7d0d57d211b8eb1260d412b6a9af716dc337499acded55b1647fc60d1482
M_HGB_H5_EXPANDING,2021-04-01,1896,2013-06-14,2021-03-24,2021-04-01,2021-06-30,40471307,fd6cc96dbb2d074e7439c837e2629c9eaa8cddd546195bc9f19d910abb079747
M_HGB_H5_EXPANDING,2021-07-01,1956,2013-06-14,2021-06-23,2021-07-01,2021-09-30,40471607,43a453670b962d7e86be8b02c684722dec1117d357ab32de16546cd78bc75835
M_HGB_H5_EXPANDING,2021-10-08,2020,2013-06-14,2021-09-23,2021-10-08,2021-12-31,40471914,1bb2e2a867fad406ee2c7b880aeeb5dc2480b372e917bf6992775025b5a86ee5
M_HGB_H5_EXPANDING,2022-01-04,2081,2013-06-14,2021-12-24,2022-01-04,2022-03-31,40481010,626b0ebedd6051947db31dc56baa62fe54c4daaaa7542fe9763bd5ee7423220c
M_HGB_H5_EXPANDING,2022-04-01,2139,2013-06-14,2022-03-24,2022-04-01,2022-06-30,40481307,07d7e40ec0e19872fa742479c74e1dc48019b4167bb8ccd6fae9481f55fe1c7a
M_HGB_H5_EXPANDING,2022-07-01,2198,2013-06-14,2022-06-23,2022-07-01,2022-09-30,40481607,38788220201ad76d0be6461a5552c18b209b81016f2644097deae011bacaebea
M_HGB_H5_EXPANDING,2022-10-10,2263,2013-06-14,2022-09-23,2022-10-10,2022-12-30,40481916,be4d77e03d29affc826d1913fb99fe64348c6332d3b3c017e6c85f10e54d0ee4
M_HGB_H5_EXPANDING,2023-01-03,2323,2013-06-14,2022-12-23,2023-01-03,2023-03-31,40491009,e05854210069a71eb740221c7edfde329eec01798d4b7e2e42547129f036ebec
M_HGB_H5_EXPANDING,2023-04-03,2382,2013-06-14,2023-03-24,2023-04-03,2023-06-30,40491309,b9990334cbf181eeaac94e14784fdd92b53d2cb3871299ea1fbeba69de938eac
M_HGB_H5_EXPANDING,2023-07-03,2441,2013-06-14,2023-06-21,2023-07-03,2023-09-28,40491609,29ec5349397a7234007c1cf7ad8db9158543514f37dd27b3b6aa383b10736075
M_HGB_H5_EXPANDING,2023-10-09,2505,2013-06-14,2023-09-21,2023-10-09,2023-12-29,40491915,561c82da071ade251f9ac4a17f682d5ecef9ed3eafca581046238efda67dd063
M_HGB_H5_EXPANDING,2024-01-02,2565,2013-06-14,2023-12-22,2024-01-02,2024-03-29,40501008,0bf3feab2d352934e4afe995d19f9baa035faf35ed5640fcbfa272b549247c46
M_HGB_H5_EXPANDING,2024-04-01,2623,2013-06-14,2024-03-22,2024-04-01,2024-06-28,40501307,0b45d1663b2b9dd0ef69db3acc6301811c3f08dd70b811c96a5f6d42321ceacc
M_HGB_H5_EXPANDING,2024-07-01,2682,2013-06-14,2024-06-21,2024-07-01,2024-09-30,40501607,4fbba0691926126803ae1e05f12cb4bf073a2e0955e3536e4dee81302e0aa997
M_HGB_H5_EXPANDING,2024-10-08,2746,2013-06-14,2024-09-23,2024-10-08,2024-12-31,40501914,bea4948858f0cb5a3618035b1e793f820fdf4415f953ce6d74d826b05a2db621
M_HGB_H5_EXPANDING,2025-01-02,2807,2013-06-14,2024-12-24,2025-01-02,2025-03-31,40511008,62287d533c5fe6987ca88aa68151da798f016213590cc17de70e7f0f26121e76
M_HGB_H5_EXPANDING,2025-04-01,2864,2013-06-14,2025-03-24,2025-04-01,2025-06-30,40511307,f1c390f09df74a6eb97a05b297d9094a6156a6dcae3add270a2a8927c2a7c88a
M_HGB_H5_EXPANDING,2025-07-01,2924,2013-06-14,2025-06-23,2025-07-01,2025-09-30,40511607,ce5482b517a1782ffd66c672717b5d12b5a269b2411e02d471224226aebd31ea
M_HGB_H5_EXPANDING,2025-10-09,2990,2013-06-14,2025-09-23,2025-10-09,2025-12-31,40511915,5e7459afe0a122550475579b37f165c528e5451ed4f5d1cb8c6a842101d09dd2
M_HGB_H5_EXPANDING,2026-01-05,3050,2013-06-14,2025-12-24,2026-01-05,2026-03-31,40521011,f761c8b0c27ba64945e07b9b971a01d40ad9965f585936a46b4e5d0971e6ff17
M_HGB_H5_EXPANDING,2026-04-01,3106,2013-06-14,2026-03-24,2026-04-01,2026-06-30,40521307,1c4b9a845502fbdb0e21e1445b53cebe30ca6e6709d61962b7dd3c2b72f5acea
M_HGB_H5_EXPANDING,2026-07-01,3166,2013-06-14,2026-06-23,2026-07-01,2026-08-13,40521607,077a211f763e06c9cbae70bbbdf22dbc7c983a2aa88804f4c7556713112f2c5e
M_HGB_H5_ROLL756,2014-12-31,375,2013-06-14,2014-12-23,2014-12-31,2014-12-31,40402137,f0caca383631e68bf8dbb7932247687685604326af8b583522d2723794294ce2
M_HGB_H5_ROLL756,2015-01-05,376,2013-06-14,2014-12-24,2015-01-05,2015-03-31,40411011,ee45dea144222c3c745a7eb7f802819acb83f88d4d978f81c58486b80bb36467
M_HGB_H5_ROLL756,2015-04-01,433,2013-06-14,2015-03-24,2015-04-01,2015-06-30,40411307,25d4cf79f88942e7ed968fed742be783f64ba4709f64058bb01775dfb691620d
M_HGB_H5_ROLL756,2015-07-01,495,2013-06-14,2015-06-23,2015-07-01,2015-09-30,40411607,6e7b2ae7e9a23a32ef89a6100e8c9ca53c1962d9b3297fe4f1669774a0b29c5e
M_HGB_H5_ROLL756,2015-10-08,559,2013-06-14,2015-09-23,2015-10-08,2015-12-31,40411914,94934e3f992029edf5a8c06ba0cfabbd0920eb71790e9513863d7a9c90039b65
M_HGB_H5_ROLL756,2016-01-04,620,2013-06-14,2015-12-24,2016-01-04,2016-03-31,40421010,e7d351ebe6d638d4425a2c41a53c67c5c2de058ea5df37c6baae900584d7c2ff
M_HGB_H5_ROLL756,2016-04-01,679,2013-06-14,2016-03-24,2016-04-01,2016-06-30,40421307,ce23ff57cfae4059e23d26c176b4d51ba7e66f65f743117b8d940ec687ee7995
M_HGB_H5_ROLL756,2016-07-01,740,2013-06-14,2016-06-23,2016-07-01,2016-09-30,40421607,1980d2e0702760214a261c6e8bf636aa13197c5fbe81356f77cc54ec7bbd622b
M_HGB_H5_ROLL756,2016-10-10,751,2013-08-28,2016-09-23,2016-10-10,2016-12-30,40421916,6ff5f9fcc82681c125e973f622abf8511b958b3f0b8a9b64968de03f5ee28c26
M_HGB_H5_ROLL756,2017-01-03,751,2013-11-29,2016-12-23,2017-01-03,2017-03-31,40431009,5def2b9b7e7a05a6736abada9f5f3495e07077f734be7f1dabd0a04f40f2760e
M_HGB_H5_ROLL756,2017-04-05,751,2014-02-28,2017-03-24,2017-04-05,2017-06-30,40431311,2d34185e8c348ea9cd8ac179d79292fb69b1589a58f4f4450993ca742222ae17
M_HGB_H5_ROLL756,2017-07-03,751,2014-05-28,2017-06-23,2017-07-03,2017-09-29,40431609,843181e4ecbb78a51cca324d7e44bb5f88c5f7fbfecef85e2f6a254f2d36b5ff
M_HGB_H5_ROLL756,2017-10-09,751,2014-08-28,2017-09-22,2017-10-09,2017-12-29,40431915,ed17577d6d22d7dc36a54df26e7af0ece71f3cf8e85ef6c6dd4e32af617526ec
M_HGB_H5_ROLL756,2018-01-02,751,2014-11-28,2017-12-22,2018-01-02,2018-03-30,40441008,650dc169dc4047de82fbd7756413ee15fc0918a53271dd2f5d8e025fa1984a2c
M_HGB_H5_ROLL756,2018-04-02,751,2015-03-02,2018-03-23,2018-04-02,2018-06-29,40441308,e2b1e5bf95fa1a3227abcfa8ea273c9bb12a122bd994342532fd8440ee39ea43
M_HGB_H5_ROLL756,2018-07-02,751,2015-05-27,2018-06-22,2018-07-02,2018-09-28,40441608,cddaaeed2c79cccfe2a18ce01c373a0c33b9ff01d0c80d0ea70cc7cadeea0d0b
M_HGB_H5_ROLL756,2018-10-08,751,2015-08-26,2018-09-20,2018-10-08,2018-12-28,40441914,41af9b010db145e0f01ca11cb0e199ca8bdf09817267020d326a25feef0db0d2
M_HGB_H5_ROLL756,2019-01-02,751,2015-11-27,2018-12-21,2019-01-02,2019-03-29,40451008,a247a84d3306c5301bea43d75480356438dc51f3aea2c3ff2f12038485f05c38
M_HGB_H5_ROLL756,2019-04-01,751,2016-02-25,2019-03-22,2019-04-01,2019-06-28,40451307,27f83b1a3f8bfa5c396b9a1d159479f2d65e15b31fd8f261cc8f75e1a61b686e
M_HGB_H5_ROLL756,2019-07-01,751,2016-05-23,2019-06-21,2019-07-01,2019-09-30,40451607,c7d85513ff1b4c7631cdbc7ec34529295c301e3d56a11b084969f228d8bb2a59
M_HGB_H5_ROLL756,2019-10-08,751,2016-08-24,2019-09-23,2019-10-08,2019-12-31,40451914,83551ee4d772808999be8bf5ce63a3ad667d2cfca39ae309aa3e717b4cc1bf2a
M_HGB_H5_ROLL756,2020-01-02,751,2016-11-28,2019-12-24,2020-01-02,2020-03-31,40461008,62f78101a7ac2f3b3b2cbbf5f9c16ebb91d7264e24b362edc98c775d2f83c138
M_HGB_H5_ROLL756,2020-04-01,751,2017-02-24,2020-03-24,2020-04-01,2020-06-30,40461307,9e51c20f5c36e22e2ba3ad3dc7b46d5b2cb27d1710e385ac9efd785f472c3a7c
M_HGB_H5_ROLL756,2020-07-01,751,2017-05-23,2020-06-19,2020-07-01,2020-09-30,40461607,b4bfcecf0ba8267d87bf9689174897bda95142398d078cb7382ee10489e90767
M_HGB_H5_ROLL756,2020-10-09,751,2017-08-25,2020-09-23,2020-10-09,2020-12-31,40461915,4d191e69910d80ab9ea241dd8af1b587e56fd14201b3e1b41ef92665f69cbbfa
M_HGB_H5_ROLL756,2021-01-04,751,2017-11-24,2020-12-24,2021-01-04,2021-03-31,40471010,46c535d96dcd2d9e9f59a23c67dbb938c4312fd0be28f703a9ef501f56f15dff
M_HGB_H5_ROLL756,2021-04-01,751,2018-02-22,2021-03-24,2021-04-01,2021-06-30,40471307,4103ebd279de83d48f74d1d25a686c084887f8381870b67f6b7efc9872450edb
M_HGB_H5_ROLL756,2021-07-01,751,2018-05-23,2021-06-23,2021-07-01,2021-09-30,40471607,1fb23b3d350c7396598c2ea507dbe875d20343babc98909457b69530ce304a5f
M_HGB_H5_ROLL756,2021-10-08,751,2018-08-22,2021-09-23,2021-10-08,2021-12-31,40471914,d132a3bb2757b890917ad94655e893f4d9cf9ea31eab08d03a2c3422b94095e5
M_HGB_H5_ROLL756,2022-01-04,751,2018-11-23,2021-12-24,2022-01-04,2022-03-31,40481010,20e8464d4c366ecb6668f7b34739960ec6f9935c85399960dc04bd2cfec8629a
M_HGB_H5_ROLL756,2022-04-01,751,2019-02-22,2022-03-24,2022-04-01,2022-06-30,40481307,915fb14e513645823892e695c0ca8d7be654390ce1e349cf7725ec46524ae5d3
M_HGB_H5_ROLL756,2022-07-01,751,2019-05-22,2022-06-23,2022-07-01,2022-09-30,40481607,d05af1e3dcfef6dcba38081f59dfff24aa2a72a9a243ee40e6b30836c67741a3
M_HGB_H5_ROLL756,2022-10-10,751,2019-08-22,2022-09-23,2022-10-10,2022-12-30,40481916,781742fc3d014a695f2c8519d47b533cfdb1c1a1e42093c7ceeb2932b2d2fa5f
M_HGB_H5_ROLL756,2023-01-03,751,2019-11-22,2022-12-23,2023-01-03,2023-03-31,40491009,64e5d7e87651162fe45225926cb1badb665a22267d79515ea5fec70da997705a
M_HGB_H5_ROLL756,2023-04-03,751,2020-02-24,2023-03-24,2023-04-03,2023-06-30,40491309,ad4b646f70678db3073cd6ab3f83d7e5943fe5375c9ef3f5754d2129df1ab00b
