signal_bucket,observation_count,mean_return,median_return,win_rate,standard_deviation,period,outcome,mean_return_bps,median_return_bps,signal
6,4616,3.972751591014771e-05,0.0,0.4475736568457539,0.0015334508999403026,validation,etf_execution_next_open_5m,0.39727515910147715,0.0,no_if_primary_alpha_score
7,4644,4.958915812794565e-05,0.0,0.4347545219638243,0.0015015799876357213,validation,etf_execution_next_open_5m,0.4958915812794565,0.0,no_if_primary_alpha_score
8,4526,4.2832847214994766e-05,0.0,0.4544851966416262,0.001501288426014226,validation,etf_execution_next_open_5m,0.4283284721499477,0.0,no_if_primary_alpha_score
9,4554,1.636291342474602e-05,0.0,0.4523495827843654,0.0015607519238352901,validation,etf_execution_next_open_5m,0.1636291342474602,0.0,no_if_primary_alpha_score
10,4904,8.093347460627418e-05,0.0,0.4679853181076672,0.002444829065914068,validation,etf_execution_next_open_5m,0.8093347460627418,0.0,no_if_primary_alpha_score
1,4908,-6.974567049200503e-05,-3.6004284773238915e-05,0.4820700896495517,0.002129706017747045,validation,etf_execution_next_vwap_5m,-0.6974567049200503,-0.36004284773238915,no_if_primary_alpha_score
2,4424,1.7577499108838732e-05,-5.950514109620553e-06,0.49615732368896925,0.00141820215525219,validation,etf_execution_next_vwap_5m,0.17577499108838732,-0.05950514109620553,no_if_primary_alpha_score
3,4713,-9.550128943254086e-07,-2.9002650972498323e-05,0.48079779333757694,0.0013961790288038339,validation,etf_execution_next_vwap_5m,-0.009550128943254086,-0.29002650972498323,no_if_primary_alpha_score
4,4698,4.133087734888935e-05,1.330785023290204e-07,0.5002128565346956,0.0013838378513417997,validation,etf_execution_next_vwap_5m,0.4133087734888935,0.001330785023290204,no_if_primary_alpha_score
5,4657,2.817911309297029e-06,-6.125670676260242e-06,0.49516856345286664,0.0013588797986140732,validation,etf_execution_next_vwap_5m,0.02817911309297029,-0.06125670676260242,no_if_primary_alpha_score
6,4616,4.5290379513890266e-05,2.0762875048374596e-05,0.5132149046793761,0.0014248339643678505,validation,etf_execution_next_vwap_5m,0.45290379513890267,0.20762875048374596,no_if_primary_alpha_score
7,4644,5.614163331266861e-05,3.7400934449483003e-06,0.5025839793281653,0.001430907102318676,validation,etf_execution_next_vwap_5m,0.561416333126686,0.037400934449483,no_if_primary_alpha_score
8,4526,4.4606124415627905e-05,1.8732177331282074e-05,0.5079540433053469,0.0014362568570210604,validation,etf_execution_next_vwap_5m,0.44606124415627907,0.18732177331282074,no_if_primary_alpha_score
9,4554,7.975239441129722e-06,2.653696545784623e-05,0.5162494510320598,0.0014737195112788585,validation,etf_execution_next_vwap_5m,0.07975239441129722,0.2653696545784623,no_if_primary_alpha_score
10,4901,5.386651888418082e-05,2.3748090163921987e-05,0.5123444195062232,0.002299319183579054,validation,etf_execution_next_vwap_5m,0.5386651888418083,0.23748090163921987,no_if_primary_alpha_score
1,4909,-0.001948264042839105,-0.0018499999999999999,0.0845386025667142,0.002245024014366331,validation,etf_execution_next_open_5m_net_base,-19.48264042839105,-18.5,no_if_primary_alpha_score
2,4425,-0.0018538012316204507,-0.0018499999999999999,0.07141242937853107,0.0015110042143635398,validation,etf_execution_next_open_5m_net_base,-18.538012316204508,-18.5,no_if_primary_alpha_score
3,4713,-0.0018636553837050839,-0.0018499999999999999,0.06301718650541056,0.001456987077550458,validation,etf_execution_next_open_5m_net_base,-18.636553837050837,-18.5,no_if_primary_alpha_score
4,4698,-0.0018309293126489731,-0.0018499999999999999,0.06364410387398893,0.0014768784164428481,validation,etf_execution_next_open_5m_net_base,-18.30929312648973,-18.5,no_if_primary_alpha_score
5,4658,-0.001856249727413225,-0.0018499999999999999,0.05753542292829541,0.0014272271004309408,validation,etf_execution_next_open_5m_net_base,-18.56249727413225,-18.5,no_if_primary_alpha_score
6,4616,-0.0018102724840898523,-0.0018499999999999999,0.06975736568457538,0.0015334508999403028,validation,etf_execution_next_open_5m_net_base,-18.102724840898524,-18.5,no_if_primary_alpha_score
7,4644,-0.0018004108418720544,-0.0018499999999999999,0.05900086132644272,0.0015015799876357213,validation,etf_execution_next_open_5m_net_base,-18.004108418720545,-18.5,no_if_primary_alpha_score
8,4526,-0.0018071671527850053,-0.0018499999999999999,0.06495802032699956,0.001501288426014226,validation,etf_execution_next_open_5m_net_base,-18.071671527850054,-18.5,no_if_primary_alpha_score
9,4554,-0.001833637086575254,-0.0018499999999999999,0.06895037329819939,0.0015607519238352908,validation,etf_execution_next_open_5m_net_base,-18.336370865752542,-18.5,no_if_primary_alpha_score
10,4904,-0.0017690665253937256,-0.0018499999999999999,0.0948205546492659,0.002444829065914068,validation,etf_execution_next_open_5m_net_base,-17.690665253937254,-18.5,no_if_primary_alpha_score
1,4909,-0.0025982640428391054,-0.0025,0.05377877368099409,0.00224502401436633,validation,etf_execution_next_open_5m_net_stress,-25.982640428391054,-25.0,no_if_primary_alpha_score
2,4425,-0.0025038012316204506,-0.0025,0.03774011299435028,0.0015110042143635391,validation,etf_execution_next_open_5m_net_stress,-25.038012316204505,-25.0,no_if_primary_alpha_score
3,4713,-0.002513655383705084,-0.0025,0.034585189900275835,0.0014569870775504577,validation,etf_execution_next_open_5m_net_stress,-25.136553837050837,-25.0,no_if_primary_alpha_score
4,4698,-0.0024809293126489733,-0.0025,0.037249893571732653,0.0014768784164428483,validation,etf_execution_next_open_5m_net_stress,-24.809293126489735,-25.0,no_if_primary_alpha_score
5,4658,-0.002506249727413225,-0.0025,0.029411764705882353,0.0014272271004309406,validation,etf_execution_next_open_5m_net_stress,-25.06249727413225,-25.0,no_if_primary_alpha_score
6,4616,-0.0024602724840898527,-0.0025,0.03791161178509532,0.0015334508999403028,validation,etf_execution_next_open_5m_net_stress,-24.602724840898528,-25.0,no_if_primary_alpha_score
7,4644,-0.0024504108418720544,-0.0025,0.03811369509043928,0.001501579987635721,validation,etf_execution_next_open_5m_net_stress,-24.504108418720545,-25.0,no_if_primary_alpha_score
8,4526,-0.0024571671527850053,-0.0025,0.03800265134776845,0.0015012884260142258,validation,etf_execution_next_open_5m_net_stress,-24.571671527850054,-25.0,no_if_primary_alpha_score
9,4554,-0.002483637086575254,-0.0025,0.037988581466842336,0.0015607519238352908,validation,etf_execution_next_open_5m_net_stress,-24.83637086575254,-25.0,no_if_primary_alpha_score
10,4904,-0.002419066525393726,-0.0025,0.06260195758564437,0.002444829065914068,validation,etf_execution_next_open_5m_net_stress,-24.19066525393726,-25.0,no_if_primary_alpha_score
1,4752,-0.00016642017251441461,-0.00024512817147903654,0.41224747474747475,0.002989763335964004,validation,etf_markout_close_10m,-1.664201725144146,-2.4512817147903654,no_if_primary_alpha_score
2,4271,-3.150682869575344e-05,0.0,0.4237883399672208,0.0019991024499742705,validation,etf_markout_close_10m,-0.31506828695753436,0.0,no_if_primary_alpha_score
3,4538,-4.540548809473035e-05,0.0,0.41736447774349933,0.001877670268068344,validation,etf_markout_close_10m,-0.45405488094730345,0.0,no_if_primary_alpha_score
4,4503,3.14114970325499e-05,0.0,0.44326004885631803,0.001860094058385061,validation,etf_markout_close_10m,0.31411497032549895,0.0,no_if_primary_alpha_score
5,4471,-4.956389833218962e-05,0.0,0.44106463878326996,0.0018896497689711337,validation,etf_markout_close_10m,-0.4956389833218962,0.0,no_if_primary_alpha_score
6,4410,4.1713336861223105e-05,0.0,0.454421768707483,0.001995330065911437,validation,etf_markout_close_10m,0.41713336861223105,0.0,no_if_primary_alpha_score
7,4472,6.884471632164383e-05,0.0,0.45661896243291594,0.0019013457988944057,validation,etf_markout_close_10m,0.6884471632164383,0.0,no_if_primary_alpha_score
8,4347,7.015652253068303e-05,0.0,0.4626178974005061,0.0018861251912984662,validation,etf_markout_close_10m,0.7015652253068303,0.0,no_if_primary_alpha_score
9,4385,8.724998701337749e-05,0.0,0.4862029646522235,0.001879962721851683,validation,etf_markout_close_10m,0.8724998701337748,0.0,no_if_primary_alpha_score
10,4746,0.00012925037510679371,0.0,0.4913611462284029,0.00303064052871982,validation,etf_markout_close_10m,1.2925037510679371,0.0,no_if_primary_alpha_score
1,4708,-0.00010750888307666685,0.0,0.4324553950722175,0.0030974688860971643,validation,etf_execution_next_open_10m,-1.0750888307666684,0.0,no_if_primary_alpha_score
2,4232,-9.52893976961524e-06,0.0,0.43785444234404536,0.00207430747636953,validation,etf_execution_next_open_10m,-0.0952893976961524,0.0,no_if_primary_alpha_score
3,4498,-1.6024590322727252e-05,0.0,0.43485993775011117,0.0019743768941077383,validation,etf_execution_next_open_10m,-0.16024590322727253,0.0,no_if_primary_alpha_score
4,4454,2.972758993544986e-05,0.0,0.44499326448136506,0.001940160995029155,validation,etf_execution_next_open_10m,0.2972758993544986,0.0,no_if_primary_alpha_score
5,4425,-3.266458162962061e-05,0.0,0.4357062146892655,0.0019645119930251785,validation,etf_execution_next_open_10m,-0.3266458162962061,0.0,no_if_primary_alpha_score
6,4364,5.20306057518496e-05,0.0,0.4541704857928506,0.002092996179151263,validation,etf_execution_next_open_10m,0.520306057518496,0.0,no_if_primary_alpha_score
7,4421,6.0592972329083776e-05,0.0,0.44220764532911105,0.0019951395369372663,validation,etf_execution_next_open_10m,0.6059297232908377,0.0,no_if_primary_alpha_score
8,4308,3.797915085962433e-05,0.0,0.457288765088208,0.0019478775816650223,validation,etf_execution_next_open_10m,0.3797915085962433,0.0,no_if_primary_alpha_score
9,4338,3.6105155593594094e-05,0.0,0.46634393729829415,0.0020125418657834532,validation,etf_execution_next_open_10m,0.36105155593594096,0.0,no_if_primary_alpha_score
10,4709,8.542841091782786e-05,0.0,0.47101295391802933,0.003134436213456036,validation,etf_execution_next_open_10m,0.8542841091782787,0.0,no_if_primary_alpha_score
1,4707,-7.937308257724314e-05,-6.19052451105162e-05,0.47971106862120244,0.0029955770888382225,validation,etf_execution_next_vwap_10m,-0.7937308257724314,-0.619052451105162,no_if_primary_alpha_score
2,4231,1.2374368573916227e-05,-3.372308113647193e-05,0.485464429212952,0.0020018876336037306,validation,etf_execution_next_vwap_10m,0.12374368573916227,-0.33723081136471933,no_if_primary_alpha_score
3,4498,-4.587061736073489e-06,-3.4604188914322265e-05,0.48755002223210314,0.0019332090024003852,validation,etf_execution_next_vwap_10m,-0.04587061736073489,-0.34604188914322265,no_if_primary_alpha_score
4,4454,5.250504647275986e-05,5.005524095214042e-08,0.5,0.001866886243479903,validation,etf_execution_next_vwap_10m,0.5250504647275985,0.0005005524095214042,no_if_primary_alpha_score
5,4424,-2.4375381899782194e-05,-3.760185523205006e-05,0.48010849909584086,0.0019194428188879476,validation,etf_execution_next_vwap_10m,-0.24375381899782195,-0.37601855232050063,no_if_primary_alpha_score
6,4364,5.853995369591907e-05,1.4285445724127044e-06,0.5016040329972502,0.002006948658191393,validation,etf_execution_next_vwap_10m,0.5853995369591907,0.014285445724127044,no_if_primary_alpha_score
7,4421,6.876003104276727e-05,-8.560489294540119e-06,0.4955892332051572,0.001954601967720222,validation,etf_execution_next_vwap_10m,0.6876003104276728,-0.08560489294540119,no_if_primary_alpha_score
8,4308,4.0750532171274036e-05,1.8369612269086844e-06,0.5009285051067781,0.0018942915867951864,validation,etf_execution_next_vwap_10m,0.40750532171274034,0.018369612269086844,no_if_primary_alpha_score
9,4338,2.8838472802831297e-05,2.873430169458846e-05,0.5129091747349008,0.001958777706805851,validation,etf_execution_next_vwap_10m,0.288384728028313,0.2873430169458846,no_if_primary_alpha_score
10,4706,5.797043327837321e-05,1.8258789304170797e-05,0.5076498087547812,0.0030437044925983006,validation,etf_execution_next_vwap_10m,0.5797043327837321,0.18258789304170797,no_if_primary_alpha_score
1,4708,-0.001957508883076667,-0.0018499999999999999,0.131053525913339,0.0030974688860971634,validation,etf_execution_next_open_10m_net_base,-19.57508883076667,-18.5,no_if_primary_alpha_score
2,4232,-0.0018595289397696153,-0.0018499999999999999,0.1053875236294896,0.0020743074763695303,validation,etf_execution_next_open_10m_net_base,-18.595289397696153,-18.5,no_if_primary_alpha_score
3,4498,-0.0018660245903227273,-0.0018499999999999999,0.1002667852378835,0.0019743768941077383,validation,etf_execution_next_open_10m_net_base,-18.660245903227274,-18.5,no_if_primary_alpha_score
4,4454,-0.0018202724100645502,-0.0018499999999999999,0.10821733273462057,0.0019401609950291554,validation,etf_execution_next_open_10m_net_base,-18.2027241006455,-18.5,no_if_primary_alpha_score
5,4425,-0.0018826645816296206,-0.0018499999999999999,0.09853107344632768,0.001964511993025178,validation,etf_execution_next_open_10m_net_base,-18.826645816296207,-18.5,no_if_primary_alpha_score
6,4364,-0.0017979693942481504,-0.0018499999999999999,0.10930339138405133,0.0020929961791512634,validation,etf_execution_next_open_10m_net_base,-17.979693942481504,-18.5,no_if_primary_alpha_score
7,4421,-0.0017894070276709161,-0.0018499999999999999,0.1054060167382945,0.001995139536937266,validation,etf_execution_next_open_10m_net_base,-17.89407027670916,-18.5,no_if_primary_alpha_score
8,4308,-0.0018120208491403755,-0.0018499999999999999,0.10863509749303621,0.0019478775816650228,validation,etf_execution_next_open_10m_net_base,-18.120208491403755,-18.5,no_if_primary_alpha_score
9,4338,-0.0018138948444064058,-0.0018499999999999999,0.11387736284001844,0.0020125418657834537,validation,etf_execution_next_open_10m_net_base,-18.13894844406406,-18.5,no_if_primary_alpha_score
10,4709,-0.001764571589082172,-0.0018499999999999999,0.14567848800169889,0.0031344362134560367,validation,etf_execution_next_open_10m_net_base,-17.64571589082172,-18.5,no_if_primary_alpha_score
1,4708,-0.002607508883076667,-0.0025,0.09345794392523364,0.0030974688860971643,validation,etf_execution_next_open_10m_net_stress,-26.07508883076667,-25.0,no_if_primary_alpha_score
2,4232,-0.002509528939769615,-0.0025,0.06734404536862004,0.0020743074763695303,validation,etf_execution_next_open_10m_net_stress,-25.09528939769615,-25.0,no_if_primary_alpha_score
3,4498,-0.0025160245903227273,-0.0025,0.058915073365940415,0.0019743768941077383,validation,etf_execution_next_open_10m_net_stress,-25.160245903227274,-25.0,no_if_primary_alpha_score
4,4454,-0.0024702724100645504,-0.0025,0.07072294566681635,0.001940160995029155,validation,etf_execution_next_open_10m_net_stress,-24.702724100645504,-25.0,no_if_primary_alpha_score
5,4425,-0.0025326645816296208,-0.0025,0.061016949152542375,0.0019645119930251785,validation,etf_execution_next_open_10m_net_stress,-25.326645816296207,-25.0,no_if_primary_alpha_score
6,4364,-0.0024479693942481505,-0.0025,0.06966086159486709,0.002092996179151263,validation,etf_execution_next_open_10m_net_stress,-24.479693942481507,-25.0,no_if_primary_alpha_score
7,4421,-0.0024394070276709165,-0.0025,0.06672698484505768,0.0019951395369372654,validation,etf_execution_next_open_10m_net_stress,-24.394070276709165,-25.0,no_if_primary_alpha_score
8,4308,-0.0024620208491403757,-0.0025,0.0712627669452182,0.0019478775816650228,validation,etf_execution_next_open_10m_net_stress,-24.62020849140376,-25.0,no_if_primary_alpha_score
9,4338,-0.0024638948444064062,-0.0025,0.06846473029045644,0.0020125418657834532,validation,etf_execution_next_open_10m_net_stress,-24.638948444064063,-25.0,no_if_primary_alpha_score
10,4709,-0.0024145715890821723,-0.0025,0.0993841579953281,0.0031344362134560363,validation,etf_execution_next_open_10m_net_stress,-24.145715890821723,-25.0,no_if_primary_alpha_score
1,4552,-0.00017115623491886813,0.0,0.4334358523725835,0.003333336489115711,validation,etf_markout_close_15m,-1.7115623491886813,0.0,no_if_primary_alpha_score
2,4061,-7.646809493989563e-05,0.0,0.4289583846343265,0.0024050165511941344,validation,etf_markout_close_15m,-0.7646809493989563,0.0,no_if_primary_alpha_score
3,4312,-5.436366772533749e-05,0.0,0.437152133580705,0.0023959555493324215,validation,etf_markout_close_15m,-0.543636677253375,0.0,no_if_primary_alpha_score
4,4269,4.048868488428459e-05,0.0,0.4462403373155306,0.0023419380308126996,validation,etf_markout_close_15m,0.40488684884284587,0.0,no_if_primary_alpha_score
5,4233,-3.6795269177347014e-05,0.0,0.4356248523505788,0.0023510488777614444,validation,etf_markout_close_15m,-0.3679526917734701,0.0,no_if_primary_alpha_score
6,4172,5.607539916063786e-05,0.0,0.46572387344199423,0.0023682409717103122,validation,etf_markout_close_15m,0.5607539916063786,0.0,no_if_primary_alpha_score
7,4246,6.999475062063555e-05,0.0,0.4627885068299576,0.0023485105422861676,validation,etf_markout_close_15m,0.6999475062063555,0.0,no_if_primary_alpha_score
8,4145,7.41131816223744e-05,0.0,0.46103739445114594,0.0022881830413355258,validation,etf_markout_close_15m,0.7411318162237439,0.0,no_if_primary_alpha_score
9,4163,8.189779719374291e-05,0.0,0.4792217151092962,0.0024285149086343293,validation,etf_markout_close_15m,0.818977971937429,0.0,no_if_primary_alpha_score
10,4552,0.00013354193290133107,0.0,0.4865992970123023,0.003561182888582212,validation,etf_markout_close_15m,1.3354193290133107,0.0,no_if_primary_alpha_score
1,4511,-9.952845698883414e-05,0.0,0.45289292839725115,0.0034474627386794237,validation,etf_execution_next_open_15m,-0.9952845698883415,0.0,no_if_primary_alpha_score
2,4020,-4.495932471012084e-05,0.0,0.43980099502487563,0.0024709446396675395,validation,etf_execution_next_open_15m,-0.4495932471012084,0.0,no_if_primary_alpha_score
3,4267,-3.676689622991335e-05,0.0,0.4356690883524725,0.0025188457143759404,validation,etf_execution_next_open_15m,-0.3676689622991335,0.0,no_if_primary_alpha_score
4,4226,4.946315848606155e-05,0.0,0.4559867486985329,0.002438920746609714,validation,etf_execution_next_open_15m,0.49463158486061554,0.0,no_if_primary_alpha_score
5,4171,-2.046599939192366e-05,0.0,0.44545672500599376,0.002403750544254507,validation,etf_execution_next_open_15m,-0.2046599939192366,0.0,no_if_primary_alpha_score
6,4130,3.604111185900446e-05,0.0,0.45544794188861987,0.002446955857827809,validation,etf_execution_next_open_15m,0.36041111859004465,0.0,no_if_primary_alpha_score
7,4207,6.476582714713829e-05,0.0,0.4532921321606846,0.0023858966816866136,validation,etf_execution_next_open_15m,0.6476582714713829,0.0,no_if_primary_alpha_score
8,4095,5.6614044360831107e-05,0.0,0.45103785103785105,0.0023564532543645963,validation,etf_execution_next_open_15m,0.5661404436083111,0.0,no_if_primary_alpha_score
9,4128,4.328543433730827e-05,0.0,0.4738372093023256,0.0024984046329322063,validation,etf_execution_next_open_15m,0.4328543433730827,0.0,no_if_primary_alpha_score
10,4512,6.953096284032232e-05,0.0,0.47606382978723405,0.0036106216532966373,validation,etf_execution_next_open_15m,0.6953096284032232,0.0,no_if_primary_alpha_score
1,4510,-6.801096528362199e-05,-3.0022471343205126e-05,0.4904656319290466,0.003367902791508721,validation,etf_execution_next_vwap_15m,-0.6801096528362199,-0.30022471343205126,no_if_primary_alpha_score
2,4019,-2.4269633192016127e-05,-5.192246482343954e-05,0.4839512316496641,0.0024064619257183704,validation,etf_execution_next_vwap_15m,-0.24269633192016127,-0.5192246482343954,no_if_primary_alpha_score
3,4267,-2.4703711273200342e-05,-5.766408051999239e-05,0.4778532927115069,0.002480377936755579,validation,etf_execution_next_vwap_15m,-0.24703711273200343,-0.5766408051999239,no_if_primary_alpha_score
4,4226,7.210077349303644e-05,-7.725342430875415e-06,0.49716043539990534,0.0023718185821648167,validation,etf_execution_next_vwap_15m,0.7210077349303644,-0.07725342430875415,no_if_primary_alpha_score
5,4170,-1.3027401040376302e-05,-4.551116190038007e-05,0.48609112709832136,0.0023676309608678192,validation,etf_execution_next_vwap_15m,-0.13027401040376302,-0.4551116190038007,no_if_primary_alpha_score
6,4130,4.2270230768822366e-05,-1.3638140144878186e-05,0.4941888619854721,0.002383751055797236,validation,etf_execution_next_vwap_15m,0.42270230768822364,-0.13638140144878186,no_if_primary_alpha_score
7,4207,7.431419040130886e-05,-5.336682459167186e-06,0.49797955787972426,0.0023517561065079457,validation,etf_execution_next_vwap_15m,0.7431419040130887,-0.05336682459167186,no_if_primary_alpha_score
8,4095,6.152604490408328e-05,-2.1767086757051857e-05,0.49157509157509155,0.0023215455795220874,validation,etf_execution_next_vwap_15m,0.6152604490408328,-0.21767086757051857,no_if_primary_alpha_score
9,4128,3.720381332964736e-05,6.463645485954572e-06,0.502422480620155,0.002457077653914132,validation,etf_execution_next_vwap_15m,0.3720381332964736,0.06463645485954572,no_if_primary_alpha_score
10,4509,4.0178379063726074e-05,2.2687325386572255e-05,0.5065424706143269,0.0035043683190205724,validation,etf_execution_next_vwap_15m,0.4017837906372607,0.22687325386572255,no_if_primary_alpha_score
1,4511,-0.001949528456988834,-0.0018499999999999999,0.160053203280869,0.0034474627386794237,validation,etf_execution_next_open_15m_net_base,-19.49528456988834,-18.5,no_if_primary_alpha_score
2,4020,-0.0018949593247101209,-0.0018499999999999999,0.13432835820895522,0.002470944639667539,validation,etf_execution_next_open_15m_net_base,-18.94959324710121,-18.5,no_if_primary_alpha_score
3,4267,-0.0018867668962299134,-0.0018499999999999999,0.13123974689477386,0.0025188457143759404,validation,etf_execution_next_open_15m_net_base,-18.867668962299135,-18.5,no_if_primary_alpha_score
4,4226,-0.0018005368415139385,-0.0018499999999999999,0.13890203502129672,0.002438920746609714,validation,etf_execution_next_open_15m_net_base,-18.005368415139387,-18.5,no_if_primary_alpha_score
5,4171,-0.0018704659993919236,-0.0018499999999999999,0.12898585471110047,0.0024037505442545074,validation,etf_execution_next_open_15m_net_base,-18.704659993919236,-18.5,no_if_primary_alpha_score
6,4130,-0.0018139588881409955,-0.0018499999999999999,0.1387409200968523,0.0024469558578278094,validation,etf_execution_next_open_15m_net_base,-18.139588881409956,-18.5,no_if_primary_alpha_score
7,4207,-0.0017852341728528617,-0.0018499999999999999,0.13049679106251486,0.002385896681686613,validation,etf_execution_next_open_15m_net_base,-17.852341728528618,-18.5,no_if_primary_alpha_score
8,4095,-0.001793385955639169,-0.0018499999999999999,0.136019536019536,0.0023564532543645968,validation,etf_execution_next_open_15m_net_base,-17.93385955639169,-18.5,no_if_primary_alpha_score
9,4128,-0.0018067145656626917,-0.0018499999999999999,0.14001937984496124,0.0024984046329322054,validation,etf_execution_next_open_15m_net_base,-18.067145656626916,-18.5,no_if_primary_alpha_score
10,4512,-0.0017804690371596777,-0.0018499999999999999,0.17309397163120568,0.0036106216532966373,validation,etf_execution_next_open_15m_net_base,-17.804690371596777,-18.5,no_if_primary_alpha_score
1,4511,-0.0025995284569888346,-0.0025,0.11549545555309244,0.0034474627386794237,validation,etf_execution_next_open_15m_net_stress,-25.995284569888348,-25.0,no_if_primary_alpha_score
2,4020,-0.002544959324710121,-0.0025,0.0945273631840796,0.002470944639667539,validation,etf_execution_next_open_15m_net_stress,-25.44959324710121,-25.0,no_if_primary_alpha_score
3,4267,-0.0025367668962299134,-0.0025,0.08975861260838996,0.0025188457143759404,validation,etf_execution_next_open_15m_net_stress,-25.367668962299135,-25.0,no_if_primary_alpha_score
4,4226,-0.0024505368415139385,-0.0025,0.09583530525319452,0.002438920746609714,validation,etf_execution_next_open_15m_net_stress,-24.505368415139387,-25.0,no_if_primary_alpha_score
5,4171,-0.0025204659993919238,-0.0025,0.08798849196835291,0.0024037505442545074,validation,etf_execution_next_open_15m_net_stress,-25.204659993919236,-25.0,no_if_primary_alpha_score
6,4130,-0.0024639588881409957,-0.0025,0.09200968523002422,0.0024469558578278094,validation,etf_execution_next_open_15m_net_stress,-24.639588881409956,-25.0,no_if_primary_alpha_score
7,4207,-0.002435234172852862,-0.0025,0.08509626812455431,0.002385896681686614,validation,etf_execution_next_open_15m_net_stress,-24.352341728528618,-25.0,no_if_primary_alpha_score
8,4095,-0.0024433859556391687,-0.0025,0.09548229548229548,0.002356453254364597,validation,etf_execution_next_open_15m_net_stress,-24.43385955639169,-25.0,no_if_primary_alpha_score
9,4128,-0.0024567145656626916,-0.0025,0.08938953488372094,0.0024984046329322067,validation,etf_execution_next_open_15m_net_stress,-24.567145656626916,-25.0,no_if_primary_alpha_score
10,4512,-0.002430469037159678,-0.0025,0.125,0.003610621653296637,validation,etf_execution_next_open_15m_net_stress,-24.304690371596777,-25.0,no_if_primary_alpha_score
1,5878,-0.00010350771822499692,-0.0002016738953651287,0.3307247363048656,0.000598302834893574,contaminated_retrospective,etf_markout_close_1m,-1.0350771822499691,-2.016738953651287,no_if_primary_alpha_score
2,5509,-4.332062344180936e-05,0.0,0.3688509711381376,0.0005594262878116107,contaminated_retrospective,etf_markout_close_1m,-0.4332062344180936,0.0,no_if_primary_alpha_score
3,5581,-2.758235110143764e-05,0.0,0.3762766529295825,0.0005552885671009505,contaminated_retrospective,etf_markout_close_1m,-0.2758235110143764,0.0,no_if_primary_alpha_score
4,5629,-2.407942022185013e-05,0.0,0.3805294013146207,0.0005470301777121156,contaminated_retrospective,etf_markout_close_1m,-0.24079420221850129,0.0,no_if_primary_alpha_score
5,5455,-5.817899489743272e-06,0.0,0.3904674610449129,0.0005315387407969687,contaminated_retrospective,etf_markout_close_1m,-0.05817899489743272,0.0,no_if_primary_alpha_score
6,5450,4.592349853212843e-06,0.0,0.4075229357798165,0.0005401275251600438,contaminated_retrospective,etf_markout_close_1m,0.045923498532128425,0.0,no_if_primary_alpha_score
7,5367,3.3307885836599574e-05,0.0,0.42947643003540154,0.0005428629088124119,contaminated_retrospective,etf_markout_close_1m,0.3330788583659957,0.0,no_if_primary_alpha_score
8,5241,3.4306796535841795e-05,0.0,0.44514405647777144,0.0005543277055186683,contaminated_retrospective,etf_markout_close_1m,0.34306796535841794,0.0,no_if_primary_alpha_score
9,5305,4.426629474407916e-05,0.0,0.4463713477851084,0.0005638002363626178,contaminated_retrospective,etf_markout_close_1m,0.4426629474407916,0.0,no_if_primary_alpha_score
10,6112,0.00011041048848666518,0.0,0.49149214659685864,0.0006058562432242937,contaminated_retrospective,etf_markout_close_1m,1.1041048848666517,0.0,no_if_primary_alpha_score
1,5835,-6.35123006520005e-05,0.0,0.39485861182519283,0.0008432160164932746,contaminated_retrospective,etf_execution_next_open_1m,-0.635123006520005,0.0,no_if_primary_alpha_score
2,5460,-8.64939664849973e-06,0.0,0.4236263736263736,0.0007986436509017093,contaminated_retrospective,etf_execution_next_open_1m,-0.0864939664849973,0.0,no_if_primary_alpha_score
3,5528,-1.1321295999588281e-05,0.0,0.43017366136034735,0.0007769385835032701,contaminated_retrospective,etf_execution_next_open_1m,-0.11321295999588281,0.0,no_if_primary_alpha_score
4,5589,-2.8805660047042985e-06,0.0,0.42154231526212205,0.0007696424671994133,contaminated_retrospective,etf_execution_next_open_1m,-0.028805660047042984,0.0,no_if_primary_alpha_score
5,5403,6.413712757132307e-06,0.0,0.43272256153988525,0.0007363726631029175,contaminated_retrospective,etf_execution_next_open_1m,0.06413712757132307,0.0,no_if_primary_alpha_score
6,5395,-5.3443276714488876e-06,0.0,0.4294717330861909,0.0007358307685339283,contaminated_retrospective,etf_execution_next_open_1m,-0.053443276714488876,0.0,no_if_primary_alpha_score
7,5305,1.9096816822558784e-05,0.0,0.44260131950989634,0.0007579066786807337,contaminated_retrospective,etf_execution_next_open_1m,0.19096816822558785,0.0,no_if_primary_alpha_score
8,5195,9.47677180886403e-06,0.0,0.4415784408084697,0.0007612628453638053,contaminated_retrospective,etf_execution_next_open_1m,0.09476771808864029,0.0,no_if_primary_alpha_score
9,5251,2.05454608159574e-05,0.0,0.44201104551514,0.0007839353172922701,contaminated_retrospective,etf_execution_next_open_1m,0.205454608159574,0.0,no_if_primary_alpha_score
10,6068,8.31190075023119e-05,0.0,0.48154251812788396,0.0008495358671669864,contaminated_retrospective,etf_execution_next_open_1m,0.8311900750231189,0.0,no_if_primary_alpha_score
1,5831,-1.21046569969595e-05,-2.166731933672672e-05,0.4836220202366661,0.0006926968654985776,contaminated_retrospective,etf_execution_next_vwap_1m,-0.121046569969595,-0.2166731933672672,no_if_primary_alpha_score
2,5457,1.6637077056237798e-05,8.127989910899913e-06,0.5070551585120029,0.000653300276477178,contaminated_retrospective,etf_execution_next_vwap_1m,0.16637077056237798,0.08127989910899913,no_if_primary_alpha_score
