fit_index,fit_origin,status,failure,source_input_identity,first_attempt_fit_index,parameter_first_fit_index,reused_previous_input,fixed_prediction_identity,nonzero_factor_count,nonzero_factors,max_normal_error,zero_coefficients
2678,2023-06-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2698,2023-07-03,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2719,2023-08-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2742,2023-09-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2762,2023-10-09,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2779,2023-11-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2801,2023-12-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2822,2024-01-02,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2844,2024-02-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2859,2024-03-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2880,2024-04-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2900,2024-05-06,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2920,2024-06-03,FIT_COMPLETE,,34ab0d2f68bf733e5eaa7fe477ad6614b1ecf5b7e5e155fca64a1eccc0838373,2920.0,2920.0,False,16dd13913650d8a5470415539fa26bded18833c3509ade5befba0aa984f7b648,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.426078865054194e-16,False
2939,2024-07-01,FIT_COMPLETE,,34ab0d2f68bf733e5eaa7fe477ad6614b1ecf5b7e5e155fca64a1eccc0838373,2920.0,2920.0,True,16dd13913650d8a5470415539fa26bded18833c3509ade5befba0aa984f7b648,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.426078865054194e-16,False
2962,2024-08-01,FIT_COMPLETE,,809a769c9601b74a5197ad52b31032c37debd34d8c634e4b86c3bd77c54981b0,2962.0,2962.0,False,b058ad40ab3da29d60340d935d59c551afa3a12bd0d08f1aa865a2178b296abe,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.9811903773667723e-16,False
2984,2024-09-02,FIT_COMPLETE,,809a769c9601b74a5197ad52b31032c37debd34d8c634e4b86c3bd77c54981b0,2962.0,2962.0,True,b058ad40ab3da29d60340d935d59c551afa3a12bd0d08f1aa865a2178b296abe,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.9811903773667723e-16,False
3003,2024-10-08,FIT_COMPLETE,,80b70ce1ab7735bdf8db232156b9232c296dace97d5c7365ac9e83096d0fb5a2,3003.0,3003.0,False,055b7130a28a7b993ab0f8b6789ca733d02d338d88ce120bed1af482f0b4cdfe,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",1.3295029140103498e-15,False
3021,2024-11-01,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,False,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3042,2024-12-02,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3064,2025-01-02,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3082,2025-02-05,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3100,2025-03-03,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3121,2025-04-01,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3142,2025-05-06,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3161,2025-06-03,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3181,2025-07-01,FIT_COMPLETE,,3e36f43424e1105e20ed0afea18c69131c45d412850cb0f4bb4691484919bfdb,3021.0,3021.0,True,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.102621020685149e-16,False
3204,2025-08-01,FIT_COMPLETE,,b0da015f06c4bbe956c45e465e700ba39c3cc1e09d3a2b9155b5cffb7aa1e8fb,3204.0,3204.0,False,38918e506861cc5a908451c53d76aa032a62f5318653c7ade849c23c898f9c84,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",2.222614453595284e-16,False
3225,2025-09-01,FIT_COMPLETE,,b0da015f06c4bbe956c45e465e700ba39c3cc1e09d3a2b9155b5cffb7aa1e8fb,3204.0,3204.0,True,38918e506861cc5a908451c53d76aa032a62f5318653c7ade849c23c898f9c84,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",2.222614453595284e-16,False
3247,2025-10-09,FIT_COMPLETE,,b0da015f06c4bbe956c45e465e700ba39c3cc1e09d3a2b9155b5cffb7aa1e8fb,3204.0,3204.0,True,38918e506861cc5a908451c53d76aa032a62f5318653c7ade849c23c898f9c84,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",2.222614453595284e-16,False
3264,2025-11-03,FIT_COMPLETE,,c9504d50fd1de1635fe8a1a1443b4ec86842aca978f6cd485adeef7a3453844e,3264.0,3264.0,False,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.0357660829594124e-16,False
3284,2025-12-01,FIT_COMPLETE,,c9504d50fd1de1635fe8a1a1443b4ec86842aca978f6cd485adeef7a3453844e,3264.0,3264.0,True,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.0357660829594124e-16,False
3307,2026-01-05,FIT_COMPLETE,,c9504d50fd1de1635fe8a1a1443b4ec86842aca978f6cd485adeef7a3453844e,3264.0,3264.0,True,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.0357660829594124e-16,False
3327,2026-02-02,FIT_COMPLETE,,46eb66811ae4fd5cbed9468c8ecc3d4c39a06dfdf20e0ad0fdfefe52ba4d3e68,3327.0,3327.0,False,2b85743c64c443805960c378b24c2484775028016ab3252197f7411d254b9f0b,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",2.626750813389256e-16,False
3341,2026-03-02,FIT_COMPLETE,,1583c28b59faf0f67f0be7f63c2c8d5aab62bbd8ffb1a86f4ed882f5af46bda4,3341.0,3341.0,False,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.4336682802615925e-16,False
3363,2026-04-01,FIT_COMPLETE,,1583c28b59faf0f67f0be7f63c2c8d5aab62bbd8ffb1a86f4ed882f5af46bda4,3341.0,3341.0,True,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.4336682802615925e-16,False
3384,2026-05-06,FIT_COMPLETE,,1583c28b59faf0f67f0be7f63c2c8d5aab62bbd8ffb1a86f4ed882f5af46bda4,3341.0,3341.0,True,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.4336682802615925e-16,False
3402,2026-06-01,FIT_COMPLETE,,1583c28b59faf0f67f0be7f63c2c8d5aab62bbd8ffb1a86f4ed882f5af46bda4,3341.0,3341.0,True,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.4336682802615925e-16,False
3423,2026-07-01,FIT_COMPLETE,,1583c28b59faf0f67f0be7f63c2c8d5aab62bbd8ffb1a86f4ed882f5af46bda4,3341.0,3341.0,True,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.4336682802615925e-16,False
3446,2026-08-03,FIT_COMPLETE,,c48622b70d8a67ef85d94c3a6c40e3b661e0f4fdaef87baa7427cd32a13034a6,3446.0,3446.0,False,be54bdd2cbcea35511ca7a9bdc918b722461eced07d04cdc27f9504bcb7c3a4e,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",3.490046793230839e-16,False
