period,cost,left,right,fit_origin,window_start,window_end,days,end_censored,accepted_feature,primary_policy,no_factor_policy,left_window_return,right_window_return,window_return_gap,annual_arithmetic_contribution,left_start_shares,right_start_shares
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-03-01T00:00:00,2019-03-04,2019-04-12,29,False,False,PASSIVE,PASSIVE,0.01803315659519633,0.023412659768980548,-0.005379503173784217,-0.0010485884406004338,0,43300
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-04-01T00:00:00,2019-04-15,2019-05-10,17,False,False,PASSIVE,PASSIVE,-0.022179655075790894,-0.022031494453794265,-0.00014816062199662916,-2.9021691650820027e-05,18500,22100
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-05-06T00:00:00,2019-05-13,2019-06-14,24,False,False,PASSIVE,PASSIVE,-0.004328769210235617,-0.004299201508580208,-2.9567701655408563e-05,-5.4177086882747715e-06,18500,22100
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-06-03T00:00:00,2019-06-17,2019-07-05,15,False,False,PASSIVE,PASSIVE,0.03748042344630975,0.03747249877302905,7.924673280701455e-06,1.5477421944747075e-06,18500,22100
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-07-01T00:00:00,2019-07-08,2019-08-02,20,False,False,PASSIVE,PASSIVE,-0.01897107849443025,-0.01897595988010925,4.881385679000871e-06,9.62049253017929e-07,31600,38000
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-08-01T00:00:00,2019-08-05,2019-09-06,25,False,False,PASSIVE,PASSIVE,0.03600936015630385,0.03604101494636214,-3.165479005828864e-05,-6.0042216690011085e-06,37800,45500
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-09-02T00:00:00,2019-09-09,2019-10-11,19,False,False,PASSIVE,PASSIVE,-0.008798397126798974,-0.008798172871423371,-2.2425537560266662e-07,-9.028088803057857e-08,34300,41300
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-10-08T00:00:00,2019-10-14,2019-11-01,15,False,False,CASH,CASH,0.003310523002904686,0.01061338096367348,-0.007302857960768794,-0.0015018759611635224,42800,51500
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-11-01T00:00:00,2019-11-04,2019-12-06,25,False,False,PASSIVE,PASSIVE,-0.012643224373364625,-0.012235400640230543,-0.0004078237331340828,-8.222611415569158e-05,0,61300
early,BASE,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-12-02T00:00:00,2019-12-09,2019-12-31,17,True,False,PASSIVE,PASSIVE,0.04540971936879101,0.04544448515808375,-3.476578929273444e-05,-6.7531045952979545e-06,52100,63200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2014-12-31T00:00:00,2015-01-05,2015-01-09,5,False,False,PASSIVE,PASSIVE,-0.003246156799999844,-0.003246156799999844,0.0,0.0,0,0
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-01-05T00:00:00,2015-01-12,2015-02-06,20,False,False,PASSIVE,PASSIVE,-0.011114124189815167,-0.011114124189815167,0.0,0.0,12800,12800
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-02-02T00:00:00,2015-02-09,2015-03-06,15,False,False,PASSIVE,PASSIVE,0.0021125135728345956,0.0021125135728345956,0.0,0.0,11400,11400
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-03-02T00:00:00,2015-03-09,2015-04-03,20,False,False,PASSIVE,PASSIVE,0.08499702932363018,0.08499702932363018,0.0,0.0,24300,24300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-04-01T00:00:00,2015-04-07,2015-05-08,23,False,False,PASSIVE,PASSIVE,0.04183343407133644,0.04183343407133644,0.0,0.0,24300,24300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-05-04T00:00:00,2015-05-11,2015-06-05,20,False,False,PASSIVE,PASSIVE,0.04276234799753209,0.04276234799753209,0.0,0.0,24300,24300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-06-01T00:00:00,2015-06-08,2015-07-03,19,False,False,PASSIVE,PASSIVE,-0.0660142389930708,-0.0660142389930708,0.0,0.0,12200,12200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-07-01T00:00:00,2015-07-06,2015-08-07,25,False,False,PASSIVE,PASSIVE,0.007414046848314593,0.007414046848314593,0.0,0.0,12200,12200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-08-03T00:00:00,2015-08-10,2015-09-11,23,False,False,PASSIVE,PASSIVE,-0.015472435685310315,-0.015472435685310315,0.0,0.0,6000,6000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-09-01T00:00:00,2015-09-14,2015-10-09,15,False,False,PASSIVE,PASSIVE,0.005240168512573584,0.005240168512573584,0.0,0.0,6000,6000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-10-08T00:00:00,2015-10-12,2015-11-06,20,False,False,PASSIVE,PASSIVE,0.04328221053112613,0.04328221053112613,0.0,0.0,15300,15300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-11-02T00:00:00,2015-11-09,2015-12-04,20,False,False,PASSIVE,PASSIVE,-0.012560947945312706,-0.012560947945312706,0.0,0.0,22200,22200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-12-01T00:00:00,2015-12-07,2016-01-08,24,False,False,PASSIVE,PASSIVE,-0.03190121172902449,-0.03190121172902449,0.0,0.0,22200,22200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-01-04T00:00:00,2016-01-11,2016-02-05,20,False,False,PASSIVE,PASSIVE,-0.041780812353282126,-0.041780812353282126,0.0,0.0,22200,22200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-02-01T00:00:00,2016-02-15,2016-03-04,15,False,False,PASSIVE,PASSIVE,0.01381997692292014,0.01381997692292014,0.0,0.0,22200,22200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-03-01T00:00:00,2016-03-07,2016-04-01,20,False,False,PASSIVE,PASSIVE,0.01479397221292933,0.01479397221292933,0.0,0.0,22200,22200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-04-01T00:00:00,2016-04-05,2016-05-06,23,False,False,PASSIVE,PASSIVE,-0.016799312457819404,-0.016799312457819404,0.0,0.0,22200,22200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-05-03T00:00:00,2016-05-09,2016-06-03,20,False,False,PASSIVE,PASSIVE,0.013567452436229477,0.013567452436229477,0.0,0.0,53500,53500
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-06-01T00:00:00,2016-06-06,2016-07-01,18,False,False,PASSIVE,PASSIVE,-0.00929227871237237,-0.00929227871237237,0.0,0.0,43400,43400
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-07-01T00:00:00,2016-07-04,2016-08-05,25,False,False,PASSIVE,PASSIVE,0.01755058238523599,0.01755058238523599,0.0,0.0,35400,35400
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-08-01T00:00:00,2016-08-08,2016-09-02,20,False,False,PASSIVE,PASSIVE,0.025498925971099595,0.025498925971099595,0.0,0.0,45900,45900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-09-01T00:00:00,2016-09-05,2016-10-14,23,False,False,PASSIVE,PASSIVE,0.0015828202648333622,0.0015828202648333622,0.0,0.0,42400,42400
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-10-10T00:00:00,2016-10-17,2016-11-04,15,False,False,PASSIVE,PASSIVE,0.010374971923802212,0.010374971923802212,0.0,0.0,55300,55300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-11-01T00:00:00,2016-11-07,2016-12-02,20,False,False,PASSIVE,PASSIVE,0.05199600562122786,0.05199600562122786,0.0,0.0,63500,63500
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-12-01T00:00:00,2016-12-05,2017-01-06,24,False,False,PASSIVE,PASSIVE,-0.04419714244116102,-0.04419714244116102,0.0,0.0,63500,63500
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-01-03T00:00:00,2017-01-09,2017-02-03,15,False,False,PASSIVE,PASSIVE,0.006904765985870309,0.006904765985870309,0.0,0.0,49000,49000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-02-03T00:00:00,2017-02-06,2017-03-03,20,False,False,PASSIVE,PASSIVE,0.01664156946105866,0.01664156946105866,0.0,0.0,65700,65700
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-03-01T00:00:00,2017-03-06,2017-04-07,23,False,True,LOW_Q50,PASSIVE,0.014585077912862676,0.025846043577447908,-0.011260965664585232,-0.002240782192354995,65700,65700
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-04-05T00:00:00,2017-04-10,2017-05-05,19,False,False,PASSIVE,PASSIVE,-0.03806871124663669,-0.03919199857302447,0.0011232873263877785,0.00022866331238097467,66000,65700
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-05-02T00:00:00,2017-05-08,2017-06-02,18,False,True,LOW_Q50,PASSIVE,0.00779179854887091,0.03321525685144433,-0.02542345830257342,-0.004991246730725073,66100,65700
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-06-01T00:00:00,2017-06-05,2017-07-07,25,False,False,CASH,CASH,0.0,0.05244052974482094,-0.05244052974482094,-0.010265193916893997,0,65700
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-07-03T00:00:00,2017-07-10,2017-08-04,20,False,False,PASSIVE,PASSIVE,0.019450068828782197,0.017687988816264433,0.0017620800125177638,0.00035119464786887984,0,54900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-08-01T00:00:00,2017-08-07,2017-09-01,20,False,False,PASSIVE,PASSIVE,0.02968861669825107,0.028600924211828138,0.001087692486422931,0.0002087453455381975,46600,54900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-09-01T00:00:00,2017-09-04,2017-10-13,25,False,False,PASSIVE,PASSIVE,0.025367375478480447,0.025298744381101024,6.863109737942352e-05,1.3989592364569852e-05,54500,54900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-10-09T00:00:00,2017-10-16,2017-11-03,15,False,False,PASSIVE,PASSIVE,0.014034863830672872,0.014022985219772188,1.1878610900684095e-05,2.3648501659349905e-06,60700,65900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-11-01T00:00:00,2017-11-06,2017-12-01,20,False,False,PASSIVE,PASSIVE,0.010563016534576919,0.01053841270205158,2.4603832525338376e-05,5.1450003322191586e-06,60700,65900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-12-01T00:00:00,2017-12-04,2018-01-05,24,False,False,PASSIVE,PASSIVE,0.019851702598470577,0.019861268244782515,-9.56564631193757e-06,-1.939587852512156e-06,37900,41200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-01-02T00:00:00,2018-01-08,2018-02-02,20,False,False,PASSIVE,PASSIVE,0.01987465875881278,0.01987096486082529,3.693897987488981e-06,8.940425425068279e-07,37900,41200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-02-01T00:00:00,2018-02-05,2018-03-02,15,False,True,LOW_Q75,PASSIVE,-0.05841144609040538,-0.06591890012650203,0.00750745403609665,0.0015779419058622123,57300,62200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-03-01T00:00:00,2018-03-05,2018-04-13,28,False,False,PASSIVE,PASSIVE,-0.02643212932228811,-0.025311008875911867,-0.0011211204463762448,-0.00023201426765693335,0,29200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-04-02T00:00:00,2018-04-16,2018-05-04,13,False,False,PASSIVE,PASSIVE,-0.014933806286488327,-0.014917546988700292,-1.625929778803492e-05,-3.127729785015754e-06,37200,40100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-05-02T00:00:00,2018-05-07,2018-06-01,20,False,False,PASSIVE,PASSIVE,0.0011170678005150148,0.001115833166545066,1.2346339699487174e-06,4.116520377942316e-07,37200,40100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-06-01T00:00:00,2018-06-04,2018-07-06,24,False,False,PASSIVE,PASSIVE,-0.0608919652315536,-0.060824739683860596,-6.722554769300615e-05,-1.3862258043547086e-05,37200,40100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-07-02T00:00:00,2018-07-09,2018-08-03,20,False,False,PASSIVE,PASSIVE,-0.003243744552838379,-0.0032584513296648465,1.4706776826467483e-05,2.48929600594764e-06,37200,40100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-08-01T00:00:00,2018-08-06,2018-09-07,25,False,False,PASSIVE,PASSIVE,-0.0032112701112010367,-0.0032194752695497986,8.205158348761898e-06,1.1350760061967134e-06,30500,33000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-09-03T00:00:00,2018-09-10,2018-10-12,19,False,True,LOW_Q75,PASSIVE,0.019381972249619794,-0.010245568199647614,0.02962754044926741,0.0057337436231791605,30500,33000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-10-08T00:00:00,2018-10-15,2018-11-02,15,False,False,PASSIVE,PASSIVE,0.012027572884155235,0.012998159654537433,-0.000970586770382198,-0.00018875179717114715,0,32900
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-11-01T00:00:00,2018-11-05,2018-12-07,25,False,True,LOW_Q75,PASSIVE,0.02095050393860287,-0.019004287598373693,0.039954791536976564,0.007902084686079041,22000,23000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2018-12-03T00:00:00,2018-12-10,2019-01-04,18,False,False,PASSIVE,PASSIVE,-0.017209940546742075,-0.023913642501785293,0.0067037019550432175,0.0013546821115945813,0,39200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-01-02T00:00:00,2019-01-07,2019-02-01,20,False,False,CASH,CASH,0.002388977680392257,0.040164744048185375,-0.03777576636779312,-0.007395563590869186,43500,39200
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-02-01T00:00:00,2019-02-11,2019-03-01,15,False,False,CASH,CASH,0.0,0.0943317586634107,-0.0943317586634107,-0.018230903965070232,0,47100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-03-01T00:00:00,2019-03-04,2019-04-12,29,False,False,PASSIVE,PASSIVE,0.018059510272697477,0.023412659768980548,-0.005353149496283072,-0.0010432402476684944,0,43300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-04-01T00:00:00,2019-04-15,2019-05-10,17,False,False,PASSIVE,PASSIVE,-0.022211493465606802,-0.022031494453794265,-0.0001799990118125372,-3.525783410728571e-05,19500,22100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-05-06T00:00:00,2019-05-13,2019-06-14,24,False,False,PASSIVE,PASSIVE,-0.004335124213992847,-0.004299201508580208,-3.5922705412638756e-05,-6.581728274171793e-06,19500,22100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-06-03T00:00:00,2019-06-17,2019-07-05,15,False,False,PASSIVE,PASSIVE,0.03752648102734657,0.03747249877302905,5.398225431751946e-05,1.0508430501283918e-05,19500,22100
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-07-01T00:00:00,2019-07-08,2019-08-02,20,False,False,PASSIVE,PASSIVE,-0.018983429078624492,-0.01897595988010925,-7.4691985152419704e-06,-1.4611425394766887e-06,33300,38000
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-08-01T00:00:00,2019-08-05,2019-09-06,25,False,False,PASSIVE,PASSIVE,0.03601004951714115,0.03604101494636214,-3.0965429220985996e-05,-5.806535708609827e-06,39800,45500
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-09-02T00:00:00,2019-09-09,2019-10-11,19,False,False,PASSIVE,PASSIVE,-0.008814084604145678,-0.008798172871423371,-1.5911732722306837e-05,-3.081680295752492e-06,36100,41300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-10-08T00:00:00,2019-10-14,2019-11-01,15,False,False,CASH,CASH,0.0033143560261672533,0.01061338096367348,-0.007299024937506227,-0.0015011150164305107,45100,51500
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-11-01T00:00:00,2019-11-04,2019-12-06,25,False,False,PASSIVE,PASSIVE,-0.012606848864718745,-0.012235400640230543,-0.00037144822448820225,-7.496639025460603e-05,0,61300
early,BASE,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2019-12-02T00:00:00,2019-12-09,2019-12-31,17,True,False,PASSIVE,PASSIVE,0.04546064107798986,0.04544448515808375,1.6155919906113425e-05,3.1381804439563e-06,54900,63200
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2014-12-31T00:00:00,2015-01-05,2015-01-09,5,False,False,PASSIVE,PASSIVE,-0.0034203648000002973,-0.0034203648000002973,0.0,0.0,0,0
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-01-05T00:00:00,2015-01-12,2015-02-06,20,False,False,PASSIVE,PASSIVE,-0.011282537594442532,-0.011282537594442532,0.0,0.0,12800,12800
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-02-02T00:00:00,2015-02-09,2015-03-06,15,False,False,PASSIVE,PASSIVE,0.0019353357675191418,0.0019353357675191418,0.0,0.0,11400,11400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-03-02T00:00:00,2015-03-09,2015-04-03,20,False,False,PASSIVE,PASSIVE,0.08504140351034639,0.08504140351034639,0.0,0.0,24300,24300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-04-01T00:00:00,2015-04-07,2015-05-08,23,False,False,PASSIVE,PASSIVE,0.04185356222158476,0.04185356222158476,0.0,0.0,24300,24300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-05-04T00:00:00,2015-05-11,2015-06-05,20,False,False,PASSIVE,PASSIVE,0.04262404982624757,0.04262404982624757,0.0,0.0,24300,24300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-06-01T00:00:00,2015-06-08,2015-07-03,19,False,False,PASSIVE,PASSIVE,-0.06605348621283424,-0.06605348621283424,0.0,0.0,12200,12200
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-07-01T00:00:00,2015-07-06,2015-08-07,25,False,False,PASSIVE,PASSIVE,0.007338078880558374,0.007338078880558374,0.0,0.0,12200,12200
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-08-03T00:00:00,2015-08-10,2015-09-11,23,False,False,PASSIVE,PASSIVE,-0.01548345263393569,-0.01548345263393569,0.0,0.0,6000,6000
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-09-01T00:00:00,2015-09-14,2015-10-09,15,False,False,PASSIVE,PASSIVE,0.00512958163322863,0.00512958163322863,0.0,0.0,6000,6000
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-10-08T00:00:00,2015-10-12,2015-11-06,20,False,False,PASSIVE,PASSIVE,0.04309498946270285,0.04309498946270285,0.0,0.0,15300,15300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-11-02T00:00:00,2015-11-09,2015-12-04,20,False,False,PASSIVE,PASSIVE,-0.01251703368590884,-0.01251703368590884,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2015-12-01T00:00:00,2015-12-07,2016-01-08,24,False,False,PASSIVE,PASSIVE,-0.03178826836640214,-0.03178826836640214,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-01-04T00:00:00,2016-01-11,2016-02-05,20,False,False,PASSIVE,PASSIVE,-0.041628034616084886,-0.041628034616084886,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-02-01T00:00:00,2016-02-15,2016-03-04,15,False,False,PASSIVE,PASSIVE,0.013767247088169565,0.013767247088169565,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-03-01T00:00:00,2016-03-07,2016-04-01,20,False,False,PASSIVE,PASSIVE,0.014738292673369902,0.014738292673369902,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-04-01T00:00:00,2016-04-05,2016-05-06,23,False,False,PASSIVE,PASSIVE,-0.01719122506752535,-0.01719122506752535,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-05-03T00:00:00,2016-05-09,2016-06-03,20,False,False,PASSIVE,PASSIVE,0.013457179758912474,0.013457179758912474,0.0,0.0,53500,53500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-06-01T00:00:00,2016-06-06,2016-07-01,18,False,False,PASSIVE,PASSIVE,-0.00940326240869327,-0.00940326240869327,0.0,0.0,43400,43400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-07-01T00:00:00,2016-07-04,2016-08-05,25,False,False,PASSIVE,PASSIVE,0.017187630787536268,0.017187630787536268,0.0,0.0,35400,35400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-08-01T00:00:00,2016-08-08,2016-09-02,20,False,False,PASSIVE,PASSIVE,0.02525217143464009,0.02525217143464009,0.0,0.0,45800,45800
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-09-01T00:00:00,2016-09-05,2016-10-14,23,False,False,PASSIVE,PASSIVE,0.0012195345147267833,0.0012195345147267833,0.0,0.0,42400,42400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-10-10T00:00:00,2016-10-17,2016-11-04,15,False,False,PASSIVE,PASSIVE,0.010276033560566056,0.010276033560566056,0.0,0.0,55200,55200
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-11-01T00:00:00,2016-11-07,2016-12-02,20,False,False,PASSIVE,PASSIVE,0.0519607558692754,0.0519607558692754,0.0,0.0,63300,63300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2016-12-01T00:00:00,2016-12-05,2017-01-06,24,False,False,PASSIVE,PASSIVE,-0.04456413417890204,-0.04456413417890204,0.0,0.0,63300,63300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-01-03T00:00:00,2017-01-09,2017-02-03,15,False,False,PASSIVE,PASSIVE,0.006711761717745457,0.006711761717745457,0.0,0.0,48800,48800
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-02-03T00:00:00,2017-02-06,2017-03-03,20,False,False,PASSIVE,PASSIVE,0.0166421831260668,0.0166421831260668,0.0,0.0,65500,65500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-03-01T00:00:00,2017-03-06,2017-04-07,23,False,True,LOW_Q50,PASSIVE,0.01302115642790369,0.025846981059633345,-0.012825824631729654,-0.002548537944102809,65500,65500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-04-05T00:00:00,2017-04-10,2017-05-05,19,False,False,PASSIVE,PASSIVE,-0.03822144605029787,-0.03919338431948405,0.0009719382691861789,0.00019762274251755748,65700,65500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-05-02T00:00:00,2017-05-08,2017-06-02,18,False,True,LOW_Q50,PASSIVE,0.007000243147039065,0.033216479180111946,-0.02621623603307288,-0.005147318849087249,65800,65500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-06-01T00:00:00,2017-06-05,2017-07-07,25,False,False,CASH,CASH,0.0,-0.004339950272399418,0.004339950272399418,0.0008615815963253971,0,65500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-07-03T00:00:00,2017-07-10,2017-08-04,20,False,False,PASSIVE,PASSIVE,0.018685162547817713,0.01867177726743452,1.3385280383193532e-05,2.634110318952579e-06,0,0
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-08-01T00:00:00,2017-08-07,2017-09-01,20,False,False,PASSIVE,PASSIVE,0.029569632141497326,0.029613089867952302,-4.345772645497625e-05,-8.580278790000006e-06,46300,47900
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-09-01T00:00:00,2017-09-04,2017-10-13,25,False,False,PASSIVE,PASSIVE,0.025289824047424858,0.02528411151500909,5.712532415769189e-06,1.1094659267971022e-06,54100,56000
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-10-09T00:00:00,2017-10-16,2017-11-03,15,False,False,PASSIVE,PASSIVE,0.01403349430405676,0.01402905948757005,4.434816486709181e-06,8.829046669224686e-07,60300,62300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-11-01T00:00:00,2017-11-06,2017-12-01,20,False,False,PASSIVE,PASSIVE,0.010284049588332511,0.010296107787606479,-1.2058199273967674e-05,-2.2009894369426964e-06,60300,62300
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2017-12-01T00:00:00,2017-12-04,2018-01-05,24,False,False,PASSIVE,PASSIVE,0.019881511071696556,0.019849353030195527,3.215804150102919e-05,6.520618984967298e-06,37700,38900
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-01-02T00:00:00,2018-01-08,2018-02-02,20,False,False,PASSIVE,PASSIVE,0.01966205929882725,0.019640308144768914,2.1751154058335942e-05,4.258753485372024e-06,37700,38900
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-02-01T00:00:00,2018-02-05,2018-03-02,15,False,True,LOW_Q75,PASSIVE,-0.05912117349569623,-0.06620836723647039,0.007087193740774156,0.0014909355774918168,56900,58800
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-03-01T00:00:00,2018-03-05,2018-04-13,28,False,False,PASSIVE,PASSIVE,-0.026853021831988233,-0.025465869886618475,-0.0013871519453697578,-0.0002863771504308845,0,27500
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-04-02T00:00:00,2018-04-16,2018-05-04,13,False,False,PASSIVE,PASSIVE,-0.014934701471903566,-0.014934344511833175,-3.5696007039121014e-07,-6.86654863288828e-08,36900,37900
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-05-02T00:00:00,2018-05-07,2018-06-01,20,False,False,PASSIVE,PASSIVE,0.0011171357767325585,0.001117108670829925,2.7105902633550727e-08,9.039808449876812e-09,36900,37900
